N;Instance;Decoder;Total Distance;Time Spent;Alpha
N020;62;TimeDecoderWithVehicleByPercentage;1517,91;280,77;Alpha1
N020;62;TimeDecoderWithVehicleByPercentage;1337,58;279,25;Alpha1
N020;62;TimeDecoderWithVehicleByPercentage;1283,87;269,23;Alpha1
N020;62;TimeDecoderWithVehicleByPercentage;1506,27;251,83;Alpha1
N020;62;TimeDecoderWithVehicleByPercentage;1371,10;268,38;Alpha1
N020;62;TimeDecoderWithVehicleByPercentage;1496,91;246,57;Alpha1
N020;62;TimeDecoderWithVehicleByPercentage;1203,63;250,27;Alpha1
N020;64;PositionalDecoderWithVehicleByPercentage;1325,45;245,31;Alpha1
N020;64;PositionalDecoderWithVehicleByPercentage;1269,66;259,93;Alpha1
N020;64;PositionalDecoderWithVehicleByPercentage;1178,85;219,62;Alpha1
N020;64;PositionalDecoderWithVehicleByPercentage;1298,28;206,01;Alpha1
N020;64;PositionalDecoderWithVehicleByPercentage;1221,79;222,00;Alpha1
N020;64;PositionalDecoderWithVehicleByPercentage;1312,73;238,47;Alpha1
N020;64;PositionalDecoderWithVehicleByPercentage;1253,38;214,75;Alpha1
N020;64;PositionalDecoderWithVehicleByPercentage;1399,70;204,55;Alpha1
N020;64;PositionalDecoderWithVehicleByPercentage;1410,97;233,12;Alpha1
N020;64;PositionalDecoderWithVehicleByPercentage;1362,80;215,90;Alpha1
N020;64;TimeDecoderWithVehicleByPercentage;1219,86;242,54;Alpha1
N020;64;TimeDecoderWithVehicleByPercentage;1393,65;228,87;Alpha1
N020;64;TimeDecoderWithVehicleByPercentage;1242,85;236,67;Alpha1
N020;64;TimeDecoderWithVehicleByPercentage;1302,79;200,30;Alpha1
N020;64;TimeDecoderWithVehicleByPercentage;1343,90;239,67;Alpha1
N020;64;TimeDecoderWithVehicleByPercentage;1294,05;183,09;Alpha1
N020;64;TimeDecoderWithVehicleByPercentage;1125,54;228,14;Alpha1
N020;64;TimeDecoderWithVehicleByPercentage;1303,49;246,78;Alpha1
N020;64;TimeDecoderWithVehicleByPercentage;1214,98;238,85;Alpha1
N020;64;TimeDecoderWithVehicleByPercentage;1226,14;244,81;Alpha1
N020;68;PositionalDecoderWithVehicleByPercentage;1615,77;329,62;Alpha1
N020;68;PositionalDecoderWithVehicleByPercentage;1627,90;338,63;Alpha1
N020;68;PositionalDecoderWithVehicleByPercentage;1447,32;350,22;Alpha1
N020;68;PositionalDecoderWithVehicleByPercentage;1521,15;290,94;Alpha1
N020;68;PositionalDecoderWithVehicleByPercentage;1464,40;320,73;Alpha1
N020;68;PositionalDecoderWithVehicleByPercentage;1562,84;325,83;Alpha1
N020;68;PositionalDecoderWithVehicleByPercentage;1351,76;350,22;Alpha1
N020;68;PositionalDecoderWithVehicleByPercentage;1622,21;345,58;Alpha1
N020;68;PositionalDecoderWithVehicleByPercentage;1380,27;305,68;Alpha1
N020;68;PositionalDecoderWithVehicleByPercentage;1394,82;357,48;Alpha1
N020;68;TimeDecoderWithVehicleByPercentage;1471,96;282,26;Alpha1
N020;68;TimeDecoderWithVehicleByPercentage;1499,02;340,51;Alpha1
N020;68;TimeDecoderWithVehicleByPercentage;1441,67;319,16;Alpha1
N020;68;TimeDecoderWithVehicleByPercentage;1329,26;340,11;Alpha1
N020;68;TimeDecoderWithVehicleByPercentage;1342,41;259,27;Alpha1
N020;68;TimeDecoderWithVehicleByPercentage;1338,02;313,49;Alpha1
N020;68;TimeDecoderWithVehicleByPercentage;1390,38;270,70;Alpha1
N020;68;TimeDecoderWithVehicleByPercentage;1342,86;295,09;Alpha1
N020;68;TimeDecoderWithVehicleByPercentage;1429,43;307,60;Alpha1
N020;68;TimeDecoderWithVehicleByPercentage;1677,12;290,18;Alpha1
N050;73;PositionalDecoderWithVehicleByPercentage;3792,62;828,36;Alpha1
N050;73;PositionalDecoderWithVehicleByPercentage;2975,43;713,35;Alpha1
N050;73;PositionalDecoderWithVehicleByPercentage;3331,34;774,97;Alpha1
N050;73;PositionalDecoderWithVehicleByPercentage;3388,97;715,44;Alpha1
N050;73;PositionalDecoderWithVehicleByPercentage;3683,37;853,54;Alpha1
N050;73;PositionalDecoderWithVehicleByPercentage;3294,60;797,74;Alpha1
N050;73;PositionalDecoderWithVehicleByPercentage;3666,67;710,22;Alpha1
N050;73;PositionalDecoderWithVehicleByPercentage;3819,13;730,46;Alpha1
N050;73;PositionalDecoderWithVehicleByPercentage;3593,66;894,05;Alpha1
N050;73;TimeDecoderWithVehicleByPercentage;3587,37;1553,91;Alpha1
N050;73;TimeDecoderWithVehicleByPercentage;3689,13;863,71;Alpha1
N050;73;TimeDecoderWithVehicleByPercentage;3735,79;933,54;Alpha1
N050;73;TimeDecoderWithVehicleByPercentage;3219,07;726,62;Alpha1
N050;73;TimeDecoderWithVehicleByPercentage;3590,69;793,19;Alpha1
N050;73;TimeDecoderWithVehicleByPercentage;3733,34;1030,14;Alpha1
N050;73;TimeDecoderWithVehicleByPercentage;3606,56;805,79;Alpha1
N050;73;TimeDecoderWithVehicleByPercentage;3615,64;855,42;Alpha1
N050;73;TimeDecoderWithVehicleByPercentage;3348,69;859,19;Alpha1
N050;75;PositionalDecoderWithVehicleByPercentage;3273,13;817,81;Alpha1
N050;75;PositionalDecoderWithVehicleByPercentage;3254,01;702,64;Alpha1
N050;75;PositionalDecoderWithVehicleByPercentage;3932,31;899,21;Alpha1
N050;75;PositionalDecoderWithVehicleByPercentage;3127,54;725,68;Alpha1
N050;75;PositionalDecoderWithVehicleByPercentage;3326,69;779,24;Alpha1
N050;75;PositionalDecoderWithVehicleByPercentage;3150,39;816,20;Alpha1
N050;75;PositionalDecoderWithVehicleByPercentage;3283,65;854,69;Alpha1
N050;75;PositionalDecoderWithVehicleByPercentage;3674,43;876,85;Alpha1
N050;75;PositionalDecoderWithVehicleByPercentage;3254,03;900,96;Alpha1
N050;75;TimeDecoderWithVehicleByPercentage;3256,07;772,88;Alpha1
N050;75;TimeDecoderWithVehicleByPercentage;3342,07;750,31;Alpha1
N050;75;TimeDecoderWithVehicleByPercentage;3600,97;786,14;Alpha1
N050;75;TimeDecoderWithVehicleByPercentage;3456,02;708,35;Alpha1
N050;75;TimeDecoderWithVehicleByPercentage;3383,19;681,93;Alpha1
N050;75;TimeDecoderWithVehicleByPercentage;3271,90;824,29;Alpha1
N050;75;TimeDecoderWithVehicleByPercentage;3282,48;677,15;Alpha1
N050;76;PositionalDecoderWithVehicleByPercentage;3096,18;653,13;Alpha1
N050;76;PositionalDecoderWithVehicleByPercentage;3150,57;796,38;Alpha1
N050;76;PositionalDecoderWithVehicleByPercentage;3458,10;877,19;Alpha1
N050;76;PositionalDecoderWithVehicleByPercentage;3603,14;702,96;Alpha1
N050;76;PositionalDecoderWithVehicleByPercentage;3322,89;824,48;Alpha1
N050;76;PositionalDecoderWithVehicleByPercentage;3669,23;868,19;Alpha1
N050;76;TimeDecoderWithVehicleByPercentage;3278,47;914,73;Alpha1
N050;76;TimeDecoderWithVehicleByPercentage;3382,31;797,51;Alpha1
N050;76;TimeDecoderWithVehicleByPercentage;3312,07;764,92;Alpha1
N050;76;TimeDecoderWithVehicleByPercentage;3110,19;792,94;Alpha1
N050;76;TimeDecoderWithVehicleByPercentage;3406,59;895,32;Alpha1
N050;76;TimeDecoderWithVehicleByPercentage;3125,44;607,92;Alpha1
N050;76;TimeDecoderWithVehicleByPercentage;3368,44;808,83;Alpha1
N050;76;TimeDecoderWithVehicleByPercentage;3231,33;700,13;Alpha1
N050;79;PositionalDecoderWithVehicleByPercentage;3070,29;875,18;Alpha1
N050;79;PositionalDecoderWithVehicleByPercentage;3077,66;799,89;Alpha1
N050;79;PositionalDecoderWithVehicleByPercentage;3180,35;665,85;Alpha1
N050;79;PositionalDecoderWithVehicleByPercentage;3073,55;757,24;Alpha1
N050;79;PositionalDecoderWithVehicleByPercentage;3315,40;750,07;Alpha1
N050;79;PositionalDecoderWithVehicleByPercentage;3052,83;745,46;Alpha1
N050;79;PositionalDecoderWithVehicleByPercentage;3087,17;754,60;Alpha1
N050;79;PositionalDecoderWithVehicleByPercentage;3168,97;700,74;Alpha1
N050;79;PositionalDecoderWithVehicleByPercentage;3257,84;683,94;Alpha1
N050;79;PositionalDecoderWithVehicleByPercentage;2975,80;811,63;Alpha1
N050;79;TimeDecoderWithVehicleByPercentage;2701,61;597,12;Alpha1
N050;79;TimeDecoderWithVehicleByPercentage;3082,78;745,29;Alpha1
N050;79;TimeDecoderWithVehicleByPercentage;3234,46;929,13;Alpha1
N050;79;TimeDecoderWithVehicleByPercentage;3049,05;710,39;Alpha1
N050;79;TimeDecoderWithVehicleByPercentage;2910,38;552,09;Alpha1
N050;79;TimeDecoderWithVehicleByPercentage;3079,34;832,26;Alpha1
N050;79;TimeDecoderWithVehicleByPercentage;3466,87;789,64;Alpha1
N050;79;TimeDecoderWithVehicleByPercentage;2997,43;670,63;Alpha1
N050;71;PositionalDecoderWithVehicleByPercentage;3619,71;977,69;Alpha1
N050;71;PositionalDecoderWithVehicleByPercentage;3436,13;917,18;Alpha1
N050;71;PositionalDecoderWithVehicleByPercentage;3267,75;787,52;Alpha1
N050;71;PositionalDecoderWithVehicleByPercentage;3321,11;1193,45;Alpha1
N050;71;PositionalDecoderWithVehicleByPercentage;3080,21;731,68;Alpha1
N050;71;PositionalDecoderWithVehicleByPercentage;3551,49;771,22;Alpha1
N050;71;PositionalDecoderWithVehicleByPercentage;3302,21;702,41;Alpha1
N050;71;PositionalDecoderWithVehicleByPercentage;3585,67;902,56;Alpha1
N050;71;PositionalDecoderWithVehicleByPercentage;3073,34;662,88;Alpha1
N050;71;TimeDecoderWithVehicleByPercentage;3776,64;841,65;Alpha1
N050;71;TimeDecoderWithVehicleByPercentage;3145,22;726,09;Alpha1
N050;71;TimeDecoderWithVehicleByPercentage;3571,67;774,68;Alpha1
N050;71;TimeDecoderWithVehicleByPercentage;3372,18;709,83;Alpha1
N050;71;TimeDecoderWithVehicleByPercentage;2930,06;631,86;Alpha1
N050;71;TimeDecoderWithVehicleByPercentage;3406,94;773,30;Alpha1
N050;71;TimeDecoderWithVehicleByPercentage;3331,64;671,65;Alpha1
N050;71;TimeDecoderWithVehicleByPercentage;3609,47;760,13;Alpha1
N050;71;TimeDecoderWithVehicleByPercentage;3257,42;728,73;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;3368,20;775,39;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;3466,28;831,73;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;3558,56;855,09;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;3210,34;746,03;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;3689,63;994,76;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;3343,60;953,14;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;3683,81;731,83;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;4026,77;791,34;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;3320,01;790,01;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;3392,15;850,78;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;3240,07;653,95;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;3706,39;680,19;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;3664,27;634,10;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;3405,24;837,22;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;3501,19;810,90;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;3323,49;773,46;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;3334,46;893,41;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;3129,64;802,17;Alpha1
N050;74;PositionalDecoderWithVehicleByPercentage;3124,17;753,94;Alpha1
N050;74;PositionalDecoderWithVehicleByPercentage;3361,79;857,68;Alpha1
N050;74;PositionalDecoderWithVehicleByPercentage;3219,74;640,81;Alpha1
N050;74;PositionalDecoderWithVehicleByPercentage;3260,90;716,24;Alpha1
N050;74;PositionalDecoderWithVehicleByPercentage;3343,82;903,98;Alpha1
N050;74;PositionalDecoderWithVehicleByPercentage;2993,99;766,87;Alpha1
N050;74;PositionalDecoderWithVehicleByPercentage;2837,28;704,54;Alpha1
N050;74;PositionalDecoderWithVehicleByPercentage;3317,32;853,04;Alpha1
N050;74;PositionalDecoderWithVehicleByPercentage;3533,51;820,92;Alpha1
N050;74;PositionalDecoderWithVehicleByPercentage;3352,18;701,37;Alpha1
N050;74;TimeDecoderWithVehicleByPercentage;3083,80;700,26;Alpha1
N050;74;TimeDecoderWithVehicleByPercentage;3212,31;730,95;Alpha1
N050;74;TimeDecoderWithVehicleByPercentage;3235,69;689,20;Alpha1
N050;74;TimeDecoderWithVehicleByPercentage;3210,44;750,50;Alpha1
N050;74;TimeDecoderWithVehicleByPercentage;3104,37;721,90;Alpha1
N050;74;TimeDecoderWithVehicleByPercentage;3390,57;732,62;Alpha1
N050;74;TimeDecoderWithVehicleByPercentage;3371,27;714,85;Alpha1
N050;74;TimeDecoderWithVehicleByPercentage;3652,13;779,97;Alpha1
N050;77;PositionalDecoderWithVehicleByPercentage;3326,10;957,70;Alpha1
N050;77;PositionalDecoderWithVehicleByPercentage;3351,00;729,74;Alpha1
N050;77;PositionalDecoderWithVehicleByPercentage;3564,54;844,90;Alpha1
N050;77;PositionalDecoderWithVehicleByPercentage;3323,18;959,64;Alpha1
N050;77;PositionalDecoderWithVehicleByPercentage;3592,66;827,16;Alpha1
N050;77;PositionalDecoderWithVehicleByPercentage;3038,88;812,96;Alpha1
N050;77;PositionalDecoderWithVehicleByPercentage;3305,48;846,15;Alpha1
N050;77;PositionalDecoderWithVehicleByPercentage;3482,99;700,83;Alpha1
N050;77;PositionalDecoderWithVehicleByPercentage;3533,39;739,09;Alpha1
N050;77;PositionalDecoderWithVehicleByPercentage;3594,80;936,62;Alpha1
N050;77;TimeDecoderWithVehicleByPercentage;3592,56;765,11;Alpha1
N050;77;TimeDecoderWithVehicleByPercentage;3611,59;701,91;Alpha1
N050;77;TimeDecoderWithVehicleByPercentage;3325,06;773,63;Alpha1
N050;77;TimeDecoderWithVehicleByPercentage;3520,20;692,07;Alpha1
N050;77;TimeDecoderWithVehicleByPercentage;3322,93;801,79;Alpha1
N050;77;TimeDecoderWithVehicleByPercentage;3560,20;815,54;Alpha1
N050;77;TimeDecoderWithVehicleByPercentage;3309,66;696,24;Alpha1
N050;77;TimeDecoderWithVehicleByPercentage;3555,15;835,14;Alpha1
N050;78;PositionalDecoderWithVehicleByPercentage;3226,08;781,96;Alpha1
N050;78;PositionalDecoderWithVehicleByPercentage;3328,39;732,69;Alpha1
N050;78;PositionalDecoderWithVehicleByPercentage;3358,02;826,05;Alpha1
N050;78;PositionalDecoderWithVehicleByPercentage;3514,92;876,83;Alpha1
N050;78;PositionalDecoderWithVehicleByPercentage;3268,17;814,06;Alpha1
N050;78;PositionalDecoderWithVehicleByPercentage;3712,02;786,21;Alpha1
N050;78;PositionalDecoderWithVehicleByPercentage;3182,64;706,91;Alpha1
N050;78;PositionalDecoderWithVehicleByPercentage;3509,67;813,65;Alpha1
N050;78;TimeDecoderWithVehicleByPercentage;3770,36;857,24;Alpha1
N050;78;TimeDecoderWithVehicleByPercentage;3737,14;887,76;Alpha1
N050;78;TimeDecoderWithVehicleByPercentage;3834,21;766,21;Alpha1
N050;78;TimeDecoderWithVehicleByPercentage;3243,29;812,40;Alpha1
N050;78;TimeDecoderWithVehicleByPercentage;3088,72;615,17;Alpha1
N050;78;TimeDecoderWithVehicleByPercentage;3594,47;737,95;Alpha1
N050;78;TimeDecoderWithVehicleByPercentage;3732,09;687,17;Alpha1
N050;78;TimeDecoderWithVehicleByPercentage;3565,98;909,45;Alpha1
N050;78;TimeDecoderWithVehicleByPercentage;3750,27;819,32;Alpha1
N050;78;TimeDecoderWithVehicleByPercentage;3323,04;617,54;Alpha1
N050;80;PositionalDecoderWithVehicleByPercentage;2915,02;657,36;Alpha1
N050;80;PositionalDecoderWithVehicleByPercentage;3652,70;655,26;Alpha1
N050;80;PositionalDecoderWithVehicleByPercentage;3124,83;606,27;Alpha1
N050;80;PositionalDecoderWithVehicleByPercentage;3169,19;843,59;Alpha1
N050;80;PositionalDecoderWithVehicleByPercentage;3114,55;843,02;Alpha1
N050;80;PositionalDecoderWithVehicleByPercentage;3183,23;648,65;Alpha1
N050;80;PositionalDecoderWithVehicleByPercentage;3248,23;664,75;Alpha1
N050;80;PositionalDecoderWithVehicleByPercentage;3301,73;675,52;Alpha1
N050;80;PositionalDecoderWithVehicleByPercentage;3045,71;713,51;Alpha1
N050;80;TimeDecoderWithVehicleByPercentage;3216,20;773,32;Alpha1
N050;80;TimeDecoderWithVehicleByPercentage;3304,57;592,35;Alpha1
N050;80;TimeDecoderWithVehicleByPercentage;3226,56;800,43;Alpha1
N050;80;TimeDecoderWithVehicleByPercentage;3640,16;807,76;Alpha1
N050;80;TimeDecoderWithVehicleByPercentage;3181,25;758,58;Alpha1
N050;80;TimeDecoderWithVehicleByPercentage;3234,49;670,02;Alpha1
N050;80;TimeDecoderWithVehicleByPercentage;2991,58;698,05;Alpha1
N050;80;TimeDecoderWithVehicleByPercentage;2640,86;728,00;Alpha1
N050;80;TimeDecoderWithVehicleByPercentage;2839,19;704,87;Alpha1
N075;84;TimeDecoderWithVehicleByPercentage;5158,07;1189,94;Alpha1
N010;53;PositionalDecoderWithVehicleByPercentage;714,66;80,83;Alpha2
N010;53;PositionalDecoderWithVehicleByPercentage;694,67;80,83;Alpha2
N010;53;PositionalDecoderWithVehicleByPercentage;724,98;80,83;Alpha2
N010;53;PositionalDecoderWithVehicleByPercentage;723,78;80,83;Alpha2
N010;53;PositionalDecoderWithVehicleByPercentage;738,20;80,83;Alpha2
N010;53;TimeDecoderWithVehicleByPercentage;696,82;80,83;Alpha2
N010;53;TimeDecoderWithVehicleByPercentage;705,09;80,83;Alpha2
N010;53;TimeDecoderWithVehicleByPercentage;725,62;80,83;Alpha2
N010;53;TimeDecoderWithVehicleByPercentage;703,10;80,83;Alpha2
N010;53;TimeDecoderWithVehicleByPercentage;715,38;80,83;Alpha2
N010;54;PositionalDecoderWithVehicleByPercentage;873,74;136,31;Alpha2
N010;54;PositionalDecoderWithVehicleByPercentage;864,65;136,31;Alpha2
N010;54;PositionalDecoderWithVehicleByPercentage;832,92;136,31;Alpha2
N010;54;PositionalDecoderWithVehicleByPercentage;825,22;136,31;Alpha2
N010;54;PositionalDecoderWithVehicleByPercentage;828,22;136,31;Alpha2
N010;54;TimeDecoderWithVehicleByPercentage;834,98;136,31;Alpha2
N010;54;TimeDecoderWithVehicleByPercentage;841,72;136,31;Alpha2
N010;54;TimeDecoderWithVehicleByPercentage;849,01;136,31;Alpha2
N010;54;TimeDecoderWithVehicleByPercentage;850,40;136,31;Alpha2
N010;54;TimeDecoderWithVehicleByPercentage;853,64;136,31;Alpha2
N010;55;PositionalDecoderWithVehicleByPercentage;1038,58;238,39;Alpha2
N010;55;PositionalDecoderWithVehicleByPercentage;969,58;182,37;Alpha2
N010;55;PositionalDecoderWithVehicleByPercentage;1048,59;182,37;Alpha2
N010;55;PositionalDecoderWithVehicleByPercentage;957,17;182,37;Alpha2
N010;55;PositionalDecoderWithVehicleByPercentage;1032,36;182,37;Alpha2
N010;55;TimeDecoderWithVehicleByPercentage;937,80;182,37;Alpha2
N010;55;TimeDecoderWithVehicleByPercentage;1022,50;182,37;Alpha2
N010;55;TimeDecoderWithVehicleByPercentage;1075,04;182,37;Alpha2
N010;55;TimeDecoderWithVehicleByPercentage;1062,92;182,37;Alpha2
N010;55;TimeDecoderWithVehicleByPercentage;988,51;182,37;Alpha2
N010;56;PositionalDecoderWithVehicleByPercentage;754,91;198,40;Alpha2
N010;56;PositionalDecoderWithVehicleByPercentage;827,77;171,29;Alpha2
N010;56;PositionalDecoderWithVehicleByPercentage;869,14;171,29;Alpha2
N010;56;PositionalDecoderWithVehicleByPercentage;896,92;175,02;Alpha2
N010;56;PositionalDecoderWithVehicleByPercentage;785,77;171,29;Alpha2
N010;56;TimeDecoderWithVehicleByPercentage;912,30;175,02;Alpha2
N010;56;TimeDecoderWithVehicleByPercentage;824,21;171,29;Alpha2
N010;56;TimeDecoderWithVehicleByPercentage;802,00;171,29;Alpha2
N010;56;TimeDecoderWithVehicleByPercentage;804,29;171,29;Alpha2
N010;56;TimeDecoderWithVehicleByPercentage;777,37;172,76;Alpha2
N010;60;PositionalDecoderWithVehicleByPercentage;896,81;164,92;Alpha2
N010;60;PositionalDecoderWithVehicleByPercentage;890,22;164,92;Alpha2
N010;60;PositionalDecoderWithVehicleByPercentage;860,43;164,92;Alpha2
N010;60;PositionalDecoderWithVehicleByPercentage;903,82;164,92;Alpha2
N010;60;PositionalDecoderWithVehicleByPercentage;898,94;164,92;Alpha2
N010;60;TimeDecoderWithVehicleByPercentage;876,49;164,92;Alpha2
N010;60;TimeDecoderWithVehicleByPercentage;885,69;164,92;Alpha2
N010;60;TimeDecoderWithVehicleByPercentage;922,75;164,92;Alpha2
N010;60;TimeDecoderWithVehicleByPercentage;873,22;164,92;Alpha2
N010;60;TimeDecoderWithVehicleByPercentage;889,50;164,92;Alpha2
N010;51;PositionalDecoderWithVehicleByPercentage;987,09;204,23;Alpha2
N010;51;PositionalDecoderWithVehicleByPercentage;992,35;204,23;Alpha2
N010;51;PositionalDecoderWithVehicleByPercentage;1020,03;204,23;Alpha2
N010;51;PositionalDecoderWithVehicleByPercentage;995,96;205,14;Alpha2
N010;51;PositionalDecoderWithVehicleByPercentage;1019,28;204,23;Alpha2
N010;51;TimeDecoderWithVehicleByPercentage;1006,57;204,23;Alpha2
N010;51;TimeDecoderWithVehicleByPercentage;910,54;222,63;Alpha2
N010;51;TimeDecoderWithVehicleByPercentage;886,67;222,63;Alpha2
N010;51;TimeDecoderWithVehicleByPercentage;935,03;204,23;Alpha2
N010;51;TimeDecoderWithVehicleByPercentage;968,00;204,23;Alpha2
N010;52;PositionalDecoderWithVehicleByPercentage;790,78;124,95;Alpha2
N010;52;PositionalDecoderWithVehicleByPercentage;757,98;142,21;Alpha2
N010;52;PositionalDecoderWithVehicleByPercentage;731,67;142,21;Alpha2
N010;52;PositionalDecoderWithVehicleByPercentage;782,01;124,95;Alpha2
N010;52;PositionalDecoderWithVehicleByPercentage;791,24;124,95;Alpha2
N010;52;TimeDecoderWithVehicleByPercentage;762,99;124,95;Alpha2
N010;52;TimeDecoderWithVehicleByPercentage;758,79;124,95;Alpha2
N010;52;TimeDecoderWithVehicleByPercentage;762,87;124,95;Alpha2
N010;52;TimeDecoderWithVehicleByPercentage;783,65;124,95;Alpha2
N010;52;TimeDecoderWithVehicleByPercentage;738,67;142,21;Alpha2
N010;57;PositionalDecoderWithVehicleByPercentage;816,01;66,81;Alpha2
N010;57;PositionalDecoderWithVehicleByPercentage;812,17;66,81;Alpha2
N010;57;PositionalDecoderWithVehicleByPercentage;816,55;66,81;Alpha2
N010;57;PositionalDecoderWithVehicleByPercentage;817,37;66,81;Alpha2
N010;57;PositionalDecoderWithVehicleByPercentage;809,11;66,81;Alpha2
N010;57;TimeDecoderWithVehicleByPercentage;806,78;66,81;Alpha2
N010;57;TimeDecoderWithVehicleByPercentage;818,18;66,81;Alpha2
N010;57;TimeDecoderWithVehicleByPercentage;800,16;66,81;Alpha2
N010;57;TimeDecoderWithVehicleByPercentage;807,94;66,81;Alpha2
N010;57;TimeDecoderWithVehicleByPercentage;812,19;66,81;Alpha2
N010;58;PositionalDecoderWithVehicleByPercentage;832,21;188,34;Alpha2
N010;58;PositionalDecoderWithVehicleByPercentage;848,17;188,34;Alpha2
N010;58;PositionalDecoderWithVehicleByPercentage;816,01;163,35;Alpha2
N010;58;PositionalDecoderWithVehicleByPercentage;884,39;184,33;Alpha2
N010;58;PositionalDecoderWithVehicleByPercentage;769,87;188,34;Alpha2
N010;58;TimeDecoderWithVehicleByPercentage;836,03;187,58;Alpha2
N010;58;TimeDecoderWithVehicleByPercentage;810,42;184,33;Alpha2
N010;58;TimeDecoderWithVehicleByPercentage;873,99;184,33;Alpha2
N010;58;TimeDecoderWithVehicleByPercentage;869,24;189,51;Alpha2
N010;58;TimeDecoderWithVehicleByPercentage;876,36;163,35;Alpha2
N010;59;PositionalDecoderWithVehicleByPercentage;900,86;115,86;Alpha2
N010;59;PositionalDecoderWithVehicleByPercentage;898,35;115,86;Alpha2
N010;59;PositionalDecoderWithVehicleByPercentage;901,39;115,86;Alpha2
N010;59;PositionalDecoderWithVehicleByPercentage;900,86;115,86;Alpha2
N010;59;PositionalDecoderWithVehicleByPercentage;855,48;115,86;Alpha2
N010;59;TimeDecoderWithVehicleByPercentage;923,79;115,86;Alpha2
N010;59;TimeDecoderWithVehicleByPercentage;899,90;115,86;Alpha2
N010;59;TimeDecoderWithVehicleByPercentage;865,95;115,86;Alpha2
N010;59;TimeDecoderWithVehicleByPercentage;913,56;115,86;Alpha2
N010;59;TimeDecoderWithVehicleByPercentage;888,35;115,86;Alpha2
N020;66;PositionalDecoderWithVehicleByPercentage;1289,33;255,35;Alpha2
N020;66;PositionalDecoderWithVehicleByPercentage;1615,43;301,54;Alpha2
N020;66;PositionalDecoderWithVehicleByPercentage;1594,38;287,83;Alpha2
N020;66;PositionalDecoderWithVehicleByPercentage;1394,69;304,28;Alpha2
N020;66;PositionalDecoderWithVehicleByPercentage;1557,11;346,36;Alpha2
N020;66;TimeDecoderWithVehicleByPercentage;1559,02;295,50;Alpha2
N020;66;TimeDecoderWithVehicleByPercentage;1524,46;273,90;Alpha2
N020;66;TimeDecoderWithVehicleByPercentage;1159,94;300,71;Alpha2
N020;66;TimeDecoderWithVehicleByPercentage;1602,57;345,01;Alpha2
N020;66;TimeDecoderWithVehicleByPercentage;1673,47;248,55;Alpha2
N020;67;PositionalDecoderWithVehicleByPercentage;1257,20;271,42;Alpha2
N020;67;PositionalDecoderWithVehicleByPercentage;1467,03;277,39;Alpha2
N020;67;PositionalDecoderWithVehicleByPercentage;1430,60;307,88;Alpha2
N020;67;PositionalDecoderWithVehicleByPercentage;1562,10;325,86;Alpha2
N020;67;PositionalDecoderWithVehicleByPercentage;1307,67;310,18;Alpha2
N020;67;TimeDecoderWithVehicleByPercentage;1460,60;302,50;Alpha2
N020;67;TimeDecoderWithVehicleByPercentage;1128,84;311,10;Alpha2
N020;67;TimeDecoderWithVehicleByPercentage;1553,72;340,68;Alpha2
N020;67;TimeDecoderWithVehicleByPercentage;1262,85;293,64;Alpha2
N020;67;TimeDecoderWithVehicleByPercentage;1407,85;315,25;Alpha2
N020;70;PositionalDecoderWithVehicleByPercentage;1480,31;256,78;Alpha2
N020;70;PositionalDecoderWithVehicleByPercentage;1198,60;285,55;Alpha2
N020;70;PositionalDecoderWithVehicleByPercentage;1356,77;279,91;Alpha2
N020;70;PositionalDecoderWithVehicleByPercentage;1434,71;297,52;Alpha2
N020;70;PositionalDecoderWithVehicleByPercentage;1487,37;252,95;Alpha2
N020;70;TimeDecoderWithVehicleByPercentage;1406,36;288,69;Alpha2
N020;70;TimeDecoderWithVehicleByPercentage;1348,99;281,49;Alpha2
N020;70;TimeDecoderWithVehicleByPercentage;1429,41;298,24;Alpha2
N020;70;TimeDecoderWithVehicleByPercentage;1337,91;277,76;Alpha2
N020;70;TimeDecoderWithVehicleByPercentage;1443,76;288,66;Alpha2
N020;61;PositionalDecoderWithVehicleByPercentage;1065,65;195,91;Alpha2
N020;61;PositionalDecoderWithVehicleByPercentage;1080,20;188,87;Alpha2
N020;61;PositionalDecoderWithVehicleByPercentage;1202,80;231,14;Alpha2
