N;Instance;Decoder;Time Spent;Alpha
N050;79;TimeDecoderWithVehicleByPercentage;576,34;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;611,52;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;745,57;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;589,78;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;727,05;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;727,28;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;563,38;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;656,69;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;678,67;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;711,47;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;605,22;Alpha1
N075;88;PositionalDecoderWithVehicleByPercentage;1005,67;Alpha1
N075;88;PositionalDecoderWithVehicleByPercentage;952,92;Alpha1
N075;88;PositionalDecoderWithVehicleByPercentage;1022,23;Alpha1
N075;88;PositionalDecoderWithVehicleByPercentage;1024,78;Alpha1
N075;88;PositionalDecoderWithVehicleByPercentage;924,62;Alpha1
N075;88;TimeDecoderWithVehicleByPercentage;934,79;Alpha1
N075;88;TimeDecoderWithVehicleByPercentage;1043,46;Alpha1
N075;88;TimeDecoderWithVehicleByPercentage;1002,62;Alpha1
N075;88;TimeDecoderWithVehicleByPercentage;989,95;Alpha1
N075;88;TimeDecoderWithVehicleByPercentage;1008,95;Alpha1
N075;89;PositionalDecoderWithVehicleByPercentage;808,02;Alpha1
N075;89;PositionalDecoderWithVehicleByPercentage;998,13;Alpha1
N075;89;PositionalDecoderWithVehicleByPercentage;931,17;Alpha1
N075;89;PositionalDecoderWithVehicleByPercentage;1009,30;Alpha1
N075;89;PositionalDecoderWithVehicleByPercentage;863,78;Alpha1
N075;89;TimeDecoderWithVehicleByPercentage;832,40;Alpha1
N075;89;TimeDecoderWithVehicleByPercentage;949,82;Alpha1
N075;89;TimeDecoderWithVehicleByPercentage;851,67;Alpha1
N075;89;TimeDecoderWithVehicleByPercentage;847,89;Alpha1
N075;89;TimeDecoderWithVehicleByPercentage;965,06;Alpha1
N075;82;PositionalDecoderWithVehicleByPercentage;908,66;Alpha1
N075;82;PositionalDecoderWithVehicleByPercentage;944,24;Alpha1
N075;82;PositionalDecoderWithVehicleByPercentage;815,61;Alpha1
N075;82;PositionalDecoderWithVehicleByPercentage;872,12;Alpha1
N075;82;PositionalDecoderWithVehicleByPercentage;1021,11;Alpha1
N075;82;TimeDecoderWithVehicleByPercentage;728,47;Alpha1
N075;82;TimeDecoderWithVehicleByPercentage;847,15;Alpha1
N075;82;TimeDecoderWithVehicleByPercentage;877,67;Alpha1
N075;82;TimeDecoderWithVehicleByPercentage;929,04;Alpha1
N075;82;TimeDecoderWithVehicleByPercentage;956,93;Alpha1
N075;85;PositionalDecoderWithVehicleByPercentage;996,49;Alpha1
N075;85;PositionalDecoderWithVehicleByPercentage;832,64;Alpha1
N075;85;PositionalDecoderWithVehicleByPercentage;871,50;Alpha1
N075;85;PositionalDecoderWithVehicleByPercentage;1187,93;Alpha1
N075;85;PositionalDecoderWithVehicleByPercentage;849,77;Alpha1
N075;85;TimeDecoderWithVehicleByPercentage;982,95;Alpha1
N075;85;TimeDecoderWithVehicleByPercentage;957,72;Alpha1
N075;85;TimeDecoderWithVehicleByPercentage;969,35;Alpha1
N075;85;TimeDecoderWithVehicleByPercentage;974,72;Alpha1
N075;85;TimeDecoderWithVehicleByPercentage;991,97;Alpha1
N075;86;PositionalDecoderWithVehicleByPercentage;869,53;Alpha1
N075;86;PositionalDecoderWithVehicleByPercentage;786,57;Alpha1
N075;86;PositionalDecoderWithVehicleByPercentage;905,23;Alpha1
N075;86;PositionalDecoderWithVehicleByPercentage;920,20;Alpha1
N075;86;PositionalDecoderWithVehicleByPercentage;903,92;Alpha1
N075;86;TimeDecoderWithVehicleByPercentage;791,62;Alpha1
N075;86;TimeDecoderWithVehicleByPercentage;969,88;Alpha1
N075;86;TimeDecoderWithVehicleByPercentage;920,00;Alpha1
N075;86;TimeDecoderWithVehicleByPercentage;747,88;Alpha1
N075;86;TimeDecoderWithVehicleByPercentage;890,17;Alpha1
N075;87;PositionalDecoderWithVehicleByPercentage;823,37;Alpha1
N075;87;PositionalDecoderWithVehicleByPercentage;894,56;Alpha1
N075;87;PositionalDecoderWithVehicleByPercentage;736,47;Alpha1
N075;87;PositionalDecoderWithVehicleByPercentage;839,36;Alpha1
N075;87;PositionalDecoderWithVehicleByPercentage;951,88;Alpha1
N075;87;TimeDecoderWithVehicleByPercentage;827,16;Alpha1
N075;87;TimeDecoderWithVehicleByPercentage;920,58;Alpha1
N075;87;TimeDecoderWithVehicleByPercentage;805,05;Alpha1
N075;87;TimeDecoderWithVehicleByPercentage;844,50;Alpha1
N075;87;TimeDecoderWithVehicleByPercentage;1054,56;Alpha1
N075;90;PositionalDecoderWithVehicleByPercentage;876,92;Alpha1
N075;90;PositionalDecoderWithVehicleByPercentage;973,52;Alpha1
N075;90;PositionalDecoderWithVehicleByPercentage;813,42;Alpha1
N075;90;PositionalDecoderWithVehicleByPercentage;780,84;Alpha1
N075;90;PositionalDecoderWithVehicleByPercentage;903,21;Alpha1
N075;90;TimeDecoderWithVehicleByPercentage;918,10;Alpha1
N075;90;TimeDecoderWithVehicleByPercentage;1012,62;Alpha1
N075;90;TimeDecoderWithVehicleByPercentage;944,55;Alpha1
N075;90;TimeDecoderWithVehicleByPercentage;938,34;Alpha1
N075;90;TimeDecoderWithVehicleByPercentage;912,85;Alpha1
N075;81;PositionalDecoderWithVehicleByPercentage;796,37;Alpha1
N075;81;PositionalDecoderWithVehicleByPercentage;889,27;Alpha1
N075;81;PositionalDecoderWithVehicleByPercentage;932,33;Alpha1
N075;81;PositionalDecoderWithVehicleByPercentage;865,77;Alpha1
N075;81;PositionalDecoderWithVehicleByPercentage;930,52;Alpha1
N075;81;TimeDecoderWithVehicleByPercentage;996,35;Alpha1
N075;81;TimeDecoderWithVehicleByPercentage;1110,56;Alpha1
N075;81;TimeDecoderWithVehicleByPercentage;967,47;Alpha1
N075;81;TimeDecoderWithVehicleByPercentage;908,52;Alpha1
N075;81;TimeDecoderWithVehicleByPercentage;964,33;Alpha1
N075;83;PositionalDecoderWithVehicleByPercentage;732,40;Alpha1
N075;83;PositionalDecoderWithVehicleByPercentage;882,91;Alpha1
N075;83;PositionalDecoderWithVehicleByPercentage;1039,20;Alpha1
N075;83;PositionalDecoderWithVehicleByPercentage;916,74;Alpha1
N075;83;PositionalDecoderWithVehicleByPercentage;990,60;Alpha1
N075;83;TimeDecoderWithVehicleByPercentage;794,98;Alpha1
N075;83;TimeDecoderWithVehicleByPercentage;848,93;Alpha1
N075;83;TimeDecoderWithVehicleByPercentage;987,12;Alpha1
N075;83;TimeDecoderWithVehicleByPercentage;815,92;Alpha1
N075;83;TimeDecoderWithVehicleByPercentage;930,83;Alpha1
N075;84;PositionalDecoderWithVehicleByPercentage;989,00;Alpha1
N075;84;PositionalDecoderWithVehicleByPercentage;966,89;Alpha1
N075;84;PositionalDecoderWithVehicleByPercentage;887,07;Alpha1
N075;84;PositionalDecoderWithVehicleByPercentage;840,57;Alpha1
N075;84;PositionalDecoderWithVehicleByPercentage;913,86;Alpha1
N075;84;TimeDecoderWithVehicleByPercentage;794,73;Alpha1
N075;84;TimeDecoderWithVehicleByPercentage;981,23;Alpha1
N075;84;TimeDecoderWithVehicleByPercentage;831,62;Alpha1
N075;84;TimeDecoderWithVehicleByPercentage;801,70;Alpha1
