N;Instance;Decoder;Time Spent;Alpha
N010;53;PositionalDecoderWithVehicleByPercentage;284,66;Alpha1
N010;53;PositionalDecoderWithVehicleByPercentage;284,66;Alpha1
N010;53;PositionalDecoderWithVehicleByPercentage;284,66;Alpha1
N010;53;TimeDecoderWithVehicleByPercentage;247,20;Alpha1
N010;53;TimeDecoderWithVehicleByPercentage;265,06;Alpha1
N010;53;TimeDecoderWithVehicleByPercentage;247,20;Alpha1
N010;53;TimeDecoderWithVehicleByPercentage;247,20;Alpha1
N010;53;TimeDecoderWithVehicleByPercentage;253,65;Alpha1
N010;52;PositionalDecoderWithVehicleByPercentage;303,87;Alpha1
N010;52;PositionalDecoderWithVehicleByPercentage;303,87;Alpha1
N010;52;PositionalDecoderWithVehicleByPercentage;303,87;Alpha1
N010;52;PositionalDecoderWithVehicleByPercentage;303,87;Alpha1
N010;52;PositionalDecoderWithVehicleByPercentage;303,87;Alpha1
N010;52;TimeDecoderWithVehicleByPercentage;255,73;Alpha1
N010;52;TimeDecoderWithVehicleByPercentage;261,71;Alpha1
N010;52;TimeDecoderWithVehicleByPercentage;263,46;Alpha1
N010;52;TimeDecoderWithVehicleByPercentage;257,47;Alpha1
N010;52;TimeDecoderWithVehicleByPercentage;263,46;Alpha1
N010;55;PositionalDecoderWithVehicleByPercentage;338,06;Alpha1
N010;55;PositionalDecoderWithVehicleByPercentage;338,06;Alpha1
N010;55;PositionalDecoderWithVehicleByPercentage;338,06;Alpha1
N010;55;PositionalDecoderWithVehicleByPercentage;338,06;Alpha1
N010;55;PositionalDecoderWithVehicleByPercentage;338,06;Alpha1
N010;55;TimeDecoderWithVehicleByPercentage;315,46;Alpha1
N010;55;TimeDecoderWithVehicleByPercentage;318,70;Alpha1
N010;55;TimeDecoderWithVehicleByPercentage;312,32;Alpha1
N010;55;TimeDecoderWithVehicleByPercentage;320,12;Alpha1
N010;55;TimeDecoderWithVehicleByPercentage;316,33;Alpha1
N010;58;PositionalDecoderWithVehicleByPercentage;302,87;Alpha1
N010;58;PositionalDecoderWithVehicleByPercentage;302,87;Alpha1
N010;58;PositionalDecoderWithVehicleByPercentage;302,87;Alpha1
N010;58;PositionalDecoderWithVehicleByPercentage;302,87;Alpha1
N010;58;PositionalDecoderWithVehicleByPercentage;302,87;Alpha1
N010;58;TimeDecoderWithVehicleByPercentage;273,65;Alpha1
N010;58;TimeDecoderWithVehicleByPercentage;279,55;Alpha1
N010;58;TimeDecoderWithVehicleByPercentage;282,50;Alpha1
N010;58;TimeDecoderWithVehicleByPercentage;279,55;Alpha1
N010;58;TimeDecoderWithVehicleByPercentage;286,81;Alpha1
N010;59;PositionalDecoderWithVehicleByPercentage;351,94;Alpha1
N010;59;PositionalDecoderWithVehicleByPercentage;351,94;Alpha1
N010;59;PositionalDecoderWithVehicleByPercentage;351,94;Alpha1
N010;59;PositionalDecoderWithVehicleByPercentage;351,94;Alpha1
N010;59;PositionalDecoderWithVehicleByPercentage;351,94;Alpha1
N010;59;TimeDecoderWithVehicleByPercentage;286,09;Alpha1
N010;59;TimeDecoderWithVehicleByPercentage;281,57;Alpha1
N010;59;TimeDecoderWithVehicleByPercentage;295,98;Alpha1
N010;59;TimeDecoderWithVehicleByPercentage;285,87;Alpha1
N010;59;TimeDecoderWithVehicleByPercentage;288,80;Alpha1
N010;60;PositionalDecoderWithVehicleByPercentage;280,24;Alpha1
N010;60;PositionalDecoderWithVehicleByPercentage;280,24;Alpha1
N010;60;PositionalDecoderWithVehicleByPercentage;280,24;Alpha1
N010;60;PositionalDecoderWithVehicleByPercentage;280,24;Alpha1
N010;60;PositionalDecoderWithVehicleByPercentage;280,24;Alpha1
N010;60;TimeDecoderWithVehicleByPercentage;269,85;Alpha1
N010;60;TimeDecoderWithVehicleByPercentage;267,45;Alpha1
N010;60;TimeDecoderWithVehicleByPercentage;270,50;Alpha1
N010;60;TimeDecoderWithVehicleByPercentage;269,85;Alpha1
N010;60;TimeDecoderWithVehicleByPercentage;267,45;Alpha1
N010;51;PositionalDecoderWithVehicleByPercentage;301,18;Alpha1
N010;51;PositionalDecoderWithVehicleByPercentage;301,18;Alpha1
N010;51;PositionalDecoderWithVehicleByPercentage;301,18;Alpha1
N010;51;PositionalDecoderWithVehicleByPercentage;301,18;Alpha1
N010;51;PositionalDecoderWithVehicleByPercentage;301,18;Alpha1
N010;51;TimeDecoderWithVehicleByPercentage;296,88;Alpha1
N010;51;TimeDecoderWithVehicleByPercentage;295,51;Alpha1
N010;51;TimeDecoderWithVehicleByPercentage;296,90;Alpha1
N010;51;TimeDecoderWithVehicleByPercentage;293,29;Alpha1
N010;51;TimeDecoderWithVehicleByPercentage;286,39;Alpha1
N020;67;PositionalDecoderWithVehicleByPercentage;466,87;Alpha1
N020;67;PositionalDecoderWithVehicleByPercentage;391,61;Alpha1
N020;67;PositionalDecoderWithVehicleByPercentage;391,61;Alpha1
N020;67;PositionalDecoderWithVehicleByPercentage;391,61;Alpha1
N020;67;PositionalDecoderWithVehicleByPercentage;448,51;Alpha1
N020;67;TimeDecoderWithVehicleByPercentage;437,01;Alpha1
N020;67;TimeDecoderWithVehicleByPercentage;382,27;Alpha1
N020;67;TimeDecoderWithVehicleByPercentage;427,78;Alpha1
N020;67;TimeDecoderWithVehicleByPercentage;443,26;Alpha1
N020;67;TimeDecoderWithVehicleByPercentage;427,54;Alpha1
N020;68;PositionalDecoderWithVehicleByPercentage;437,59;Alpha1
N020;68;PositionalDecoderWithVehicleByPercentage;451,48;Alpha1
N020;68;PositionalDecoderWithVehicleByPercentage;451,48;Alpha1
N020;68;PositionalDecoderWithVehicleByPercentage;490,95;Alpha1
N020;68;PositionalDecoderWithVehicleByPercentage;474,55;Alpha1
N020;68;TimeDecoderWithVehicleByPercentage;466,21;Alpha1
N020;68;TimeDecoderWithVehicleByPercentage;397,01;Alpha1
N020;68;TimeDecoderWithVehicleByPercentage;486,66;Alpha1
N020;68;TimeDecoderWithVehicleByPercentage;421,68;Alpha1
N020;68;TimeDecoderWithVehicleByPercentage;461,41;Alpha1
N020;69;PositionalDecoderWithVehicleByPercentage;424,16;Alpha1
N020;69;PositionalDecoderWithVehicleByPercentage;380,47;Alpha1
N020;69;PositionalDecoderWithVehicleByPercentage;391,84;Alpha1
N020;69;PositionalDecoderWithVehicleByPercentage;440,90;Alpha1
N020;69;PositionalDecoderWithVehicleByPercentage;449,33;Alpha1
N020;69;TimeDecoderWithVehicleByPercentage;406,74;Alpha1
N020;69;TimeDecoderWithVehicleByPercentage;382,71;Alpha1
N020;69;TimeDecoderWithVehicleByPercentage;427,80;Alpha1
N020;69;TimeDecoderWithVehicleByPercentage;348,55;Alpha1
N020;69;TimeDecoderWithVehicleByPercentage;392,57;Alpha1
N020;70;PositionalDecoderWithVehicleByPercentage;451,31;Alpha1
N020;70;PositionalDecoderWithVehicleByPercentage;423,32;Alpha1
N020;70;PositionalDecoderWithVehicleByPercentage;485,56;Alpha1
N020;70;PositionalDecoderWithVehicleByPercentage;439,05;Alpha1
N020;70;PositionalDecoderWithVehicleByPercentage;434,25;Alpha1
N020;70;TimeDecoderWithVehicleByPercentage;376,01;Alpha1
N020;70;TimeDecoderWithVehicleByPercentage;424,61;Alpha1
N020;70;TimeDecoderWithVehicleByPercentage;391,61;Alpha1
N020;70;TimeDecoderWithVehicleByPercentage;371,08;Alpha1
N020;70;TimeDecoderWithVehicleByPercentage;388,90;Alpha1
N020;65;PositionalDecoderWithVehicleByPercentage;456,86;Alpha1
N020;65;PositionalDecoderWithVehicleByPercentage;477,95;Alpha1
N020;65;PositionalDecoderWithVehicleByPercentage;427,94;Alpha1
N020;65;PositionalDecoderWithVehicleByPercentage;411,45;Alpha1
N020;65;PositionalDecoderWithVehicleByPercentage;427,94;Alpha1
N020;65;TimeDecoderWithVehicleByPercentage;377,65;Alpha1
N020;65;TimeDecoderWithVehicleByPercentage;377,18;Alpha1
N020;65;TimeDecoderWithVehicleByPercentage;419,51;Alpha1
N020;65;TimeDecoderWithVehicleByPercentage;414,00;Alpha1
N020;65;TimeDecoderWithVehicleByPercentage;394,96;Alpha1
N020;62;PositionalDecoderWithVehicleByPercentage;389,26;Alpha1
N020;62;PositionalDecoderWithVehicleByPercentage;398,54;Alpha1
N020;62;PositionalDecoderWithVehicleByPercentage;415,10;Alpha1
N020;62;PositionalDecoderWithVehicleByPercentage;400,01;Alpha1
N020;62;PositionalDecoderWithVehicleByPercentage;389,30;Alpha1
N020;62;TimeDecoderWithVehicleByPercentage;359,29;Alpha1
N020;62;TimeDecoderWithVehicleByPercentage;352,10;Alpha1
N020;62;TimeDecoderWithVehicleByPercentage;366,95;Alpha1
N020;62;TimeDecoderWithVehicleByPercentage;402,23;Alpha1
N020;62;TimeDecoderWithVehicleByPercentage;356,67;Alpha1
N020;63;PositionalDecoderWithVehicleByPercentage;394,50;Alpha1
N020;63;PositionalDecoderWithVehicleByPercentage;459,19;Alpha1
N020;63;PositionalDecoderWithVehicleByPercentage;394,70;Alpha1
N020;63;PositionalDecoderWithVehicleByPercentage;463,67;Alpha1
N020;63;PositionalDecoderWithVehicleByPercentage;456,59;Alpha1
N020;63;TimeDecoderWithVehicleByPercentage;422,57;Alpha1
N020;63;TimeDecoderWithVehicleByPercentage;452,55;Alpha1
N020;63;TimeDecoderWithVehicleByPercentage;432,27;Alpha1
N020;63;TimeDecoderWithVehicleByPercentage;459,82;Alpha1
N020;63;TimeDecoderWithVehicleByPercentage;349,21;Alpha1
N020;64;PositionalDecoderWithVehicleByPercentage;394,63;Alpha1
N020;64;PositionalDecoderWithVehicleByPercentage;423,37;Alpha1
N020;64;PositionalDecoderWithVehicleByPercentage;411,04;Alpha1
N020;64;PositionalDecoderWithVehicleByPercentage;413,76;Alpha1
N020;64;PositionalDecoderWithVehicleByPercentage;371,26;Alpha1
N020;64;TimeDecoderWithVehicleByPercentage;358,31;Alpha1
N020;64;TimeDecoderWithVehicleByPercentage;380,74;Alpha1
N020;64;TimeDecoderWithVehicleByPercentage;397,78;Alpha1
N020;64;TimeDecoderWithVehicleByPercentage;379,51;Alpha1
N020;64;TimeDecoderWithVehicleByPercentage;362,85;Alpha1
N020;66;PositionalDecoderWithVehicleByPercentage;491,74;Alpha1
N020;66;PositionalDecoderWithVehicleByPercentage;444,67;Alpha1
N020;66;PositionalDecoderWithVehicleByPercentage;436,43;Alpha1
N020;66;PositionalDecoderWithVehicleByPercentage;541,04;Alpha1
N020;66;PositionalDecoderWithVehicleByPercentage;554,99;Alpha1
N020;66;TimeDecoderWithVehicleByPercentage;388,29;Alpha1
N020;66;TimeDecoderWithVehicleByPercentage;410,09;Alpha1
N020;66;TimeDecoderWithVehicleByPercentage;388,64;Alpha1
N020;66;TimeDecoderWithVehicleByPercentage;484,69;Alpha1
N020;66;TimeDecoderWithVehicleByPercentage;526,37;Alpha1
N020;61;PositionalDecoderWithVehicleByPercentage;419,08;Alpha1
N020;61;PositionalDecoderWithVehicleByPercentage;376,81;Alpha1
N020;61;PositionalDecoderWithVehicleByPercentage;389,25;Alpha1
N020;61;PositionalDecoderWithVehicleByPercentage;356,23;Alpha1
N020;61;PositionalDecoderWithVehicleByPercentage;401,29;Alpha1
N020;61;TimeDecoderWithVehicleByPercentage;323,04;Alpha1
N020;61;TimeDecoderWithVehicleByPercentage;349,70;Alpha1
N020;61;TimeDecoderWithVehicleByPercentage;358,65;Alpha1
N020;61;TimeDecoderWithVehicleByPercentage;377,18;Alpha1
N020;61;TimeDecoderWithVehicleByPercentage;359,03;Alpha1
N050;79;PositionalDecoderWithVehicleByPercentage;834,06;Alpha1
N050;79;PositionalDecoderWithVehicleByPercentage;765,82;Alpha1
N050;79;TimeDecoderWithVehicleByPercentage;734,17;Alpha1
N050;79;TimeDecoderWithVehicleByPercentage;1184,95;Alpha1
N050;79;TimeDecoderWithVehicleByPercentage;980,96;Alpha1
N050;79;TimeDecoderWithVehicleByPercentage;883,30;Alpha1
N050;80;PositionalDecoderWithVehicleByPercentage;835,92;Alpha1
N050;80;PositionalDecoderWithVehicleByPercentage;873,76;Alpha1
N050;80;PositionalDecoderWithVehicleByPercentage;722,37;Alpha1
N050;80;PositionalDecoderWithVehicleByPercentage;841,75;Alpha1
N050;80;PositionalDecoderWithVehicleByPercentage;841,09;Alpha1
N050;80;TimeDecoderWithVehicleByPercentage;797,85;Alpha1
N050;80;TimeDecoderWithVehicleByPercentage;797,13;Alpha1
N050;80;TimeDecoderWithVehicleByPercentage;791,01;Alpha1
N050;71;PositionalDecoderWithVehicleByPercentage;761,25;Alpha1
N050;71;PositionalDecoderWithVehicleByPercentage;868,57;Alpha1
N050;71;PositionalDecoderWithVehicleByPercentage;844,62;Alpha1
N050;71;PositionalDecoderWithVehicleByPercentage;879,10;Alpha1
N050;71;PositionalDecoderWithVehicleByPercentage;890,62;Alpha1
N050;71;TimeDecoderWithVehicleByPercentage;916,59;Alpha1
N050;71;TimeDecoderWithVehicleByPercentage;1398,67;Alpha1
N050;71;TimeDecoderWithVehicleByPercentage;1002,46;Alpha1
N050;71;TimeDecoderWithVehicleByPercentage;853,65;Alpha1
N050;71;TimeDecoderWithVehicleByPercentage;735,88;Alpha1
N050;75;PositionalDecoderWithVehicleByPercentage;869,57;Alpha1
N050;75;PositionalDecoderWithVehicleByPercentage;791,93;Alpha1
N050;75;PositionalDecoderWithVehicleByPercentage;988,61;Alpha1
N050;75;PositionalDecoderWithVehicleByPercentage;831,93;Alpha1
N050;75;PositionalDecoderWithVehicleByPercentage;859,40;Alpha1
N050;75;TimeDecoderWithVehicleByPercentage;956,99;Alpha1
N050;75;TimeDecoderWithVehicleByPercentage;980,76;Alpha1
N050;75;TimeDecoderWithVehicleByPercentage;934,56;Alpha1
N050;75;TimeDecoderWithVehicleByPercentage;813,67;Alpha1
N050;77;PositionalDecoderWithVehicleByPercentage;1035,87;Alpha1
N050;77;PositionalDecoderWithVehicleByPercentage;878,59;Alpha1
N050;77;PositionalDecoderWithVehicleByPercentage;905,45;Alpha1
N050;77;PositionalDecoderWithVehicleByPercentage;1246,78;Alpha1
N050;77;TimeDecoderWithVehicleByPercentage;929,62;Alpha1
N050;77;TimeDecoderWithVehicleByPercentage;951,35;Alpha1
N050;77;TimeDecoderWithVehicleByPercentage;974,11;Alpha1
N050;77;TimeDecoderWithVehicleByPercentage;812,55;Alpha1
N050;78;PositionalDecoderWithVehicleByPercentage;823,80;Alpha1
N050;78;PositionalDecoderWithVehicleByPercentage;792,30;Alpha1
N050;78;PositionalDecoderWithVehicleByPercentage;1065,74;Alpha1
N050;78;PositionalDecoderWithVehicleByPercentage;900,42;Alpha1
N050;78;PositionalDecoderWithVehicleByPercentage;824,75;Alpha1
N050;78;TimeDecoderWithVehicleByPercentage;778,33;Alpha1
N050;78;TimeDecoderWithVehicleByPercentage;862,72;Alpha1
N050;78;TimeDecoderWithVehicleByPercentage;1100,76;Alpha1
N050;78;TimeDecoderWithVehicleByPercentage;794,33;Alpha1
N050;78;TimeDecoderWithVehicleByPercentage;775,04;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;998,60;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;778,70;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;920,10;Alpha1
N050;72;PositionalDecoderWithVehicleByPercentage;932,04;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;954,08;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;807,94;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;982,78;Alpha1
N050;72;TimeDecoderWithVehicleByPercentage;956,40;Alpha1
N050;73;PositionalDecoderWithVehicleByPercentage;789,73;Alpha1
N050;73;PositionalDecoderWithVehicleByPercentage;866,45;Alpha1
N050;73;PositionalDecoderWithVehicleByPercentage;764,58;Alpha1
N050;73;PositionalDecoderWithVehicleByPercentage;856,82;Alpha1
N050;73;PositionalDecoderWithVehicleByPercentage;908,14;Alpha1
N050;73;TimeDecoderWithVehicleByPercentage;869,83;Alpha1
N050;73;TimeDecoderWithVehicleByPercentage;936,76;Alpha1
N050;73;TimeDecoderWithVehicleByPercentage;919,54;Alpha1
N050;73;TimeDecoderWithVehicleByPercentage;817,19;Alpha1
N050;73;TimeDecoderWithVehicleByPercentage;996,55;Alpha1
N050;74;PositionalDecoderWithVehicleByPercentage;795,64;Alpha1
N050;74;PositionalDecoderWithVehicleByPercentage;889,02;Alpha1
N050;74;PositionalDecoderWithVehicleByPercentage;806,81;Alpha1
N050;74;PositionalDecoderWithVehicleByPercentage;830,97;Alpha1
N050;74;TimeDecoderWithVehicleByPercentage;857,85;Alpha1
N050;74;TimeDecoderWithVehicleByPercentage;1159,03;Alpha1
N050;74;TimeDecoderWithVehicleByPercentage;830,04;Alpha1
N050;74;TimeDecoderWithVehicleByPercentage;1089,27;Alpha1
N050;74;TimeDecoderWithVehicleByPercentage;897,59;Alpha1
N050;76;PositionalDecoderWithVehicleByPercentage;787,04;Alpha1
N050;76;PositionalDecoderWithVehicleByPercentage;761,51;Alpha1
N050;76;PositionalDecoderWithVehicleByPercentage;809,20;Alpha1
N050;76;PositionalDecoderWithVehicleByPercentage;863,22;Alpha1
N050;76;PositionalDecoderWithVehicleByPercentage;823,48;Alpha1
N050;76;TimeDecoderWithVehicleByPercentage;927,24;Alpha1
N050;76;TimeDecoderWithVehicleByPercentage;856,89;Alpha1
N050;76;TimeDecoderWithVehicleByPercentage;930,31;Alpha1
N050;76;TimeDecoderWithVehicleByPercentage;830,97;Alpha1
N075;88;TimeDecoderWithVehicleByPercentage;1431,08;Alpha1
N010;55;PositionalDecoderWithVehicleByPercentage;253,13;Alpha2
N010;55;PositionalDecoderWithVehicleByPercentage;253,13;Alpha2
N010;55;PositionalDecoderWithVehicleByPercentage;253,13;Alpha2
N010;55;PositionalDecoderWithVehicleByPercentage;253,13;Alpha2
N010;55;PositionalDecoderWithVehicleByPercentage;253,13;Alpha2
N010;55;TimeDecoderWithVehicleByPercentage;253,13;Alpha2
N010;55;TimeDecoderWithVehicleByPercentage;253,98;Alpha2
N010;55;TimeDecoderWithVehicleByPercentage;257,74;Alpha2
N010;55;TimeDecoderWithVehicleByPercentage;259,03;Alpha2
N010;55;TimeDecoderWithVehicleByPercentage;253,13;Alpha2
N010;56;PositionalDecoderWithVehicleByPercentage;240,63;Alpha2
N010;56;PositionalDecoderWithVehicleByPercentage;236,74;Alpha2
N010;56;PositionalDecoderWithVehicleByPercentage;227,51;Alpha2
N010;56;PositionalDecoderWithVehicleByPercentage;245,94;Alpha2
N010;56;PositionalDecoderWithVehicleByPercentage;236,58;Alpha2
N010;56;TimeDecoderWithVehicleByPercentage;227,51;Alpha2
N010;56;TimeDecoderWithVehicleByPercentage;237,78;Alpha2
N010;56;TimeDecoderWithVehicleByPercentage;237,25;Alpha2
N010;56;TimeDecoderWithVehicleByPercentage;230,12;Alpha2
N010;56;TimeDecoderWithVehicleByPercentage;234,78;Alpha2
N010;58;PositionalDecoderWithVehicleByPercentage;226,65;Alpha2
N010;58;PositionalDecoderWithVehicleByPercentage;226,65;Alpha2
N010;58;PositionalDecoderWithVehicleByPercentage;226,65;Alpha2
N010;58;PositionalDecoderWithVehicleByPercentage;226,65;Alpha2
N010;58;PositionalDecoderWithVehicleByPercentage;227,41;Alpha2
N010;58;TimeDecoderWithVehicleByPercentage;225,13;Alpha2
N010;58;TimeDecoderWithVehicleByPercentage;213,33;Alpha2
N010;58;TimeDecoderWithVehicleByPercentage;225,13;Alpha2
N010;58;TimeDecoderWithVehicleByPercentage;226,91;Alpha2
N010;58;TimeDecoderWithVehicleByPercentage;223,67;Alpha2
N010;60;PositionalDecoderWithVehicleByPercentage;244,05;Alpha2
N010;60;PositionalDecoderWithVehicleByPercentage;244,05;Alpha2
N010;60;PositionalDecoderWithVehicleByPercentage;236,51;Alpha2
N010;60;PositionalDecoderWithVehicleByPercentage;247,06;Alpha2
N010;60;PositionalDecoderWithVehicleByPercentage;239,87;Alpha2
N010;60;TimeDecoderWithVehicleByPercentage;229,44;Alpha2
N010;60;TimeDecoderWithVehicleByPercentage;236,86;Alpha2
N010;60;TimeDecoderWithVehicleByPercentage;234,81;Alpha2
N010;60;TimeDecoderWithVehicleByPercentage;238,82;Alpha2
N010;60;TimeDecoderWithVehicleByPercentage;236,51;Alpha2
N010;54;PositionalDecoderWithVehicleByPercentage;247,82;Alpha2
N010;54;PositionalDecoderWithVehicleByPercentage;230,07;Alpha2
N010;54;PositionalDecoderWithVehicleByPercentage;230,07;Alpha2
N010;54;PositionalDecoderWithVehicleByPercentage;230,07;Alpha2
N010;54;PositionalDecoderWithVehicleByPercentage;230,07;Alpha2
N010;54;TimeDecoderWithVehicleByPercentage;230,07;Alpha2
N010;54;TimeDecoderWithVehicleByPercentage;227,37;Alpha2
N010;54;TimeDecoderWithVehicleByPercentage;231,59;Alpha2
N010;54;TimeDecoderWithVehicleByPercentage;224,87;Alpha2
N010;54;TimeDecoderWithVehicleByPercentage;231,59;Alpha2
N010;52;PositionalDecoderWithVehicleByPercentage;201,24;Alpha2
N010;52;PositionalDecoderWithVehicleByPercentage;201,24;Alpha2
N010;52;PositionalDecoderWithVehicleByPercentage;201,24;Alpha2
N010;52;PositionalDecoderWithVehicleByPercentage;198,01;Alpha2
N010;52;PositionalDecoderWithVehicleByPercentage;201,24;Alpha2
N010;52;TimeDecoderWithVehicleByPercentage;200,25;Alpha2
N010;52;TimeDecoderWithVehicleByPercentage;191,33;Alpha2
N010;52;TimeDecoderWithVehicleByPercentage;193,91;Alpha2
N010;52;TimeDecoderWithVehicleByPercentage;197,27;Alpha2
N010;52;TimeDecoderWithVehicleByPercentage;200,78;Alpha2
N010;53;PositionalDecoderWithVehicleByPercentage;213,95;Alpha2
N010;53;PositionalDecoderWithVehicleByPercentage;197,96;Alpha2
N010;53;PositionalDecoderWithVehicleByPercentage;197,96;Alpha2
N010;53;PositionalDecoderWithVehicleByPercentage;212,88;Alpha2
N010;53;PositionalDecoderWithVehicleByPercentage;197,96;Alpha2
N010;53;TimeDecoderWithVehicleByPercentage;194,25;Alpha2
N010;53;TimeDecoderWithVehicleByPercentage;194,25;Alpha2
N010;53;TimeDecoderWithVehicleByPercentage;197,96;Alpha2
N010;53;TimeDecoderWithVehicleByPercentage;198,93;Alpha2
N010;53;TimeDecoderWithVehicleByPercentage;197,18;Alpha2
N010;57;PositionalDecoderWithVehicleByPercentage;204,67;Alpha2
N010;57;PositionalDecoderWithVehicleByPercentage;206,30;Alpha2
N010;57;PositionalDecoderWithVehicleByPercentage;197,47;Alpha2
N010;57;PositionalDecoderWithVehicleByPercentage;197,47;Alpha2
N010;57;PositionalDecoderWithVehicleByPercentage;206,27;Alpha2
N010;57;TimeDecoderWithVehicleByPercentage;199,49;Alpha2
N010;57;TimeDecoderWithVehicleByPercentage;197,66;Alpha2
N010;57;TimeDecoderWithVehicleByPercentage;197,98;Alpha2
N010;57;TimeDecoderWithVehicleByPercentage;197,47;Alpha2
N010;57;TimeDecoderWithVehicleByPercentage;197,66;Alpha2
N010;59;PositionalDecoderWithVehicleByPercentage;220,44;Alpha2
N010;59;PositionalDecoderWithVehicleByPercentage;220,44;Alpha2
N010;59;PositionalDecoderWithVehicleByPercentage;222,89;Alpha2
N010;59;PositionalDecoderWithVehicleByPercentage;217,04;Alpha2
N010;59;PositionalDecoderWithVehicleByPercentage;217,04;Alpha2
N010;59;TimeDecoderWithVehicleByPercentage;209,38;Alpha2
N010;59;TimeDecoderWithVehicleByPercentage;213,43;Alpha2
N010;59;TimeDecoderWithVehicleByPercentage;206,75;Alpha2
N010;59;TimeDecoderWithVehicleByPercentage;213,43;Alpha2
N010;59;TimeDecoderWithVehicleByPercentage;207,13;Alpha2
N010;51;PositionalDecoderWithVehicleByPercentage;262,10;Alpha2
N010;51;PositionalDecoderWithVehicleByPercentage;262,10;Alpha2
N010;51;PositionalDecoderWithVehicleByPercentage;250,73;Alpha2
N010;51;PositionalDecoderWithVehicleByPercentage;250,73;Alpha2
N010;51;PositionalDecoderWithVehicleByPercentage;250,73;Alpha2
N010;51;TimeDecoderWithVehicleByPercentage;262,10;Alpha2
N010;51;TimeDecoderWithVehicleByPercentage;253,38;Alpha2
N010;51;TimeDecoderWithVehicleByPercentage;250,73;Alpha2
N010;51;TimeDecoderWithVehicleByPercentage;262,79;Alpha2
N010;51;TimeDecoderWithVehicleByPercentage;262,10;Alpha2
N020;67;PositionalDecoderWithVehicleByPercentage;334,94;Alpha2
N020;67;PositionalDecoderWithVehicleByPercentage;416,98;Alpha2
N020;67;PositionalDecoderWithVehicleByPercentage;355,59;Alpha2
N020;67;PositionalDecoderWithVehicleByPercentage;409,70;Alpha2
N020;67;PositionalDecoderWithVehicleByPercentage;365,87;Alpha2
N020;67;TimeDecoderWithVehicleByPercentage;396,91;Alpha2
N020;67;TimeDecoderWithVehicleByPercentage;308,25;Alpha2
N020;67;TimeDecoderWithVehicleByPercentage;398,36;Alpha2
N020;67;TimeDecoderWithVehicleByPercentage;341,64;Alpha2
N020;67;TimeDecoderWithVehicleByPercentage;332,05;Alpha2
N020;69;PositionalDecoderWithVehicleByPercentage;320,27;Alpha2
N020;69;PositionalDecoderWithVehicleByPercentage;300,84;Alpha2
N020;69;PositionalDecoderWithVehicleByPercentage;317,39;Alpha2
N020;69;PositionalDecoderWithVehicleByPercentage;319,15;Alpha2
N020;69;PositionalDecoderWithVehicleByPercentage;382,40;Alpha2
N020;69;TimeDecoderWithVehicleByPercentage;335,67;Alpha2
