N;Instance;Decoder;Total Distance;Time Spent;Alpha
N20;63;TimeDecoderWithVehicleByPercentage;1398,10;361,46;Alpha3
N20;63;TimeDecoderWithVehicleByPercentage;1442,64;269,22;Alpha3
N20;63;TimeDecoderWithVehicleByPercentage;1256,46;292,92;Alpha3
N20;64;PositionalDecoderWithVehicleByPercentage;1239,65;243,45;Alpha3
N20;64;PositionalDecoderWithVehicleByPercentage;1188,15;231,10;Alpha3
N20;64;PositionalDecoderWithVehicleByPercentage;1105,87;234,96;Alpha3
N20;64;PositionalDecoderWithVehicleByPercentage;1130,09;229,98;Alpha3
N20;64;PositionalDecoderWithVehicleByPercentage;1173,46;243,06;Alpha3
N20;64;PositionalDecoderWithVehicleByPercentage;1084,37;236,33;Alpha3
N20;64;PositionalDecoderWithVehicleByPercentage;1235,68;224,43;Alpha3
N20;64;PositionalDecoderWithVehicleByPercentage;1258,11;252,64;Alpha3
N20;64;PositionalDecoderWithVehicleByPercentage;1200,06;255,85;Alpha3
N20;64;PositionalDecoderWithVehicleByPercentage;1285,39;240,56;Alpha3
N20;64;TimeDecoderWithVehicleByPercentage;1203,89;218,89;Alpha3
N20;64;TimeDecoderWithVehicleByPercentage;1253,58;215,15;Alpha3
N20;64;TimeDecoderWithVehicleByPercentage;1382,92;227,42;Alpha3
N20;64;TimeDecoderWithVehicleByPercentage;1320,08;158,70;Alpha3
N20;64;TimeDecoderWithVehicleByPercentage;1249,49;202,37;Alpha3
N20;64;TimeDecoderWithVehicleByPercentage;1237,21;241,00;Alpha3
N20;64;TimeDecoderWithVehicleByPercentage;1326,36;225,52;Alpha3
N20;64;TimeDecoderWithVehicleByPercentage;1147,20;201,89;Alpha3
N20;64;TimeDecoderWithVehicleByPercentage;1326,60;187,09;Alpha3
N20;64;TimeDecoderWithVehicleByPercentage;1313,68;186,16;Alpha3
N20;69;PositionalDecoderWithVehicleByPercentage;1585,39;276,80;Alpha3
N20;69;PositionalDecoderWithVehicleByPercentage;1575,59;220,14;Alpha3
N20;69;PositionalDecoderWithVehicleByPercentage;1510,79;290,57;Alpha3
N20;69;PositionalDecoderWithVehicleByPercentage;1479,66;281,66;Alpha3
N20;69;PositionalDecoderWithVehicleByPercentage;1315,04;295,28;Alpha3
N20;69;PositionalDecoderWithVehicleByPercentage;1424,28;255,91;Alpha3
N20;69;PositionalDecoderWithVehicleByPercentage;1263,75;278,76;Alpha3
N20;69;PositionalDecoderWithVehicleByPercentage;1393,10;228,00;Alpha3
N20;69;PositionalDecoderWithVehicleByPercentage;1327,68;241,64;Alpha3
N20;69;PositionalDecoderWithVehicleByPercentage;1487,94;299,87;Alpha3
N20;69;TimeDecoderWithVehicleByPercentage;1495,15;268,98;Alpha3
N20;69;TimeDecoderWithVehicleByPercentage;1251,12;316,72;Alpha3
N20;69;TimeDecoderWithVehicleByPercentage;1440,77;292,16;Alpha3
N20;69;TimeDecoderWithVehicleByPercentage;1381,07;240,74;Alpha3
N20;69;TimeDecoderWithVehicleByPercentage;1424,63;258,57;Alpha3
N20;69;TimeDecoderWithVehicleByPercentage;1297,75;262,82;Alpha3
N20;69;TimeDecoderWithVehicleByPercentage;1439,66;235,56;Alpha3
N20;69;TimeDecoderWithVehicleByPercentage;1520,60;291,64;Alpha3
N20;69;TimeDecoderWithVehicleByPercentage;1447,62;256,62;Alpha3
N20;69;TimeDecoderWithVehicleByPercentage;1499,08;228,85;Alpha3
N50;79;PositionalDecoderWithVehicleByPercentage;3249,80;690,38;Alpha3
N50;79;PositionalDecoderWithVehicleByPercentage;3225,39;799,69;Alpha3
N50;79;PositionalDecoderWithVehicleByPercentage;2845,48;658,69;Alpha3
N50;79;PositionalDecoderWithVehicleByPercentage;3296,74;775,80;Alpha3
N50;79;PositionalDecoderWithVehicleByPercentage;3002,75;743,38;Alpha3
N50;79;PositionalDecoderWithVehicleByPercentage;3467,80;792,97;Alpha3
N50;79;PositionalDecoderWithVehicleByPercentage;3484,18;770,08;Alpha3
N50;79;PositionalDecoderWithVehicleByPercentage;2832,05;732,55;Alpha3
N50;79;PositionalDecoderWithVehicleByPercentage;3004,23;685,89;Alpha3
N50;79;TimeDecoderWithVehicleByPercentage;3345,98;689,29;Alpha3
N50;79;TimeDecoderWithVehicleByPercentage;3122,81;827,16;Alpha3
N50;79;TimeDecoderWithVehicleByPercentage;3339,43;751,78;Alpha3
N50;79;TimeDecoderWithVehicleByPercentage;3052,77;750,99;Alpha3
N50;79;TimeDecoderWithVehicleByPercentage;3069,83;748,06;Alpha3
N50;79;TimeDecoderWithVehicleByPercentage;3143,44;701,75;Alpha3
N50;79;TimeDecoderWithVehicleByPercentage;3130,94;641,35;Alpha3
N50;79;TimeDecoderWithVehicleByPercentage;2936,14;680,95;Alpha3
N50;75;PositionalDecoderWithVehicleByPercentage;3100,69;679,67;Alpha3
N50;75;PositionalDecoderWithVehicleByPercentage;3235,38;763,47;Alpha3
N50;75;PositionalDecoderWithVehicleByPercentage;3352,87;784,76;Alpha3
N50;75;PositionalDecoderWithVehicleByPercentage;3504,35;797,28;Alpha3
N50;75;PositionalDecoderWithVehicleByPercentage;3504,48;794,87;Alpha3
N50;75;PositionalDecoderWithVehicleByPercentage;3340,07;770,28;Alpha3
N50;75;PositionalDecoderWithVehicleByPercentage;3292,09;819,75;Alpha3
N50;75;PositionalDecoderWithVehicleByPercentage;3520,85;692,84;Alpha3
N50;75;PositionalDecoderWithVehicleByPercentage;3297,99;814,28;Alpha3
N50;75;TimeDecoderWithVehicleByPercentage;3254,25;1089,30;Alpha3
N50;75;TimeDecoderWithVehicleByPercentage;2912,54;725,70;Alpha3
N50;75;TimeDecoderWithVehicleByPercentage;3263,84;897,83;Alpha3
N50;75;TimeDecoderWithVehicleByPercentage;3336,07;718,01;Alpha3
N50;75;TimeDecoderWithVehicleByPercentage;3106,15;775,00;Alpha3
N50;75;TimeDecoderWithVehicleByPercentage;3347,26;702,55;Alpha3
N50;75;TimeDecoderWithVehicleByPercentage;3337,49;837,77;Alpha3
N50;75;TimeDecoderWithVehicleByPercentage;3652,90;825,41;Alpha3
N50;77;PositionalDecoderWithVehicleByPercentage;3444,38;845,02;Alpha3
N50;77;PositionalDecoderWithVehicleByPercentage;3654,03;740,00;Alpha3
N50;77;PositionalDecoderWithVehicleByPercentage;3463,55;610,80;Alpha3
N50;77;PositionalDecoderWithVehicleByPercentage;3393,35;742,23;Alpha3
N50;77;PositionalDecoderWithVehicleByPercentage;3026,17;651,47;Alpha3
N50;77;PositionalDecoderWithVehicleByPercentage;3707,47;888,01;Alpha3
N50;77;PositionalDecoderWithVehicleByPercentage;3352,24;647,52;Alpha3
N50;77;PositionalDecoderWithVehicleByPercentage;3584,45;719,43;Alpha3
N50;77;PositionalDecoderWithVehicleByPercentage;3695,30;848,54;Alpha3
N50;77;PositionalDecoderWithVehicleByPercentage;3524,13;784,21;Alpha3
N50;77;TimeDecoderWithVehicleByPercentage;3551,46;999,01;Alpha3
N50;77;TimeDecoderWithVehicleByPercentage;3578,86;769,50;Alpha3
N50;77;TimeDecoderWithVehicleByPercentage;3567,25;760,42;Alpha3
N50;77;TimeDecoderWithVehicleByPercentage;3257,01;701,40;Alpha3
N50;77;TimeDecoderWithVehicleByPercentage;3797,88;934,66;Alpha3
N50;77;TimeDecoderWithVehicleByPercentage;3415,26;643,23;Alpha3
N50;77;TimeDecoderWithVehicleByPercentage;3324,23;767,62;Alpha3
N50;77;TimeDecoderWithVehicleByPercentage;3612,52;773,62;Alpha3
N50;77;TimeDecoderWithVehicleByPercentage;3040,13;734,54;Alpha3
N50;73;PositionalDecoderWithVehicleByPercentage;3523,78;741,33;Alpha3
N50;73;PositionalDecoderWithVehicleByPercentage;3757,17;811,74;Alpha3
N50;73;PositionalDecoderWithVehicleByPercentage;3327,42;752,44;Alpha3
N50;73;PositionalDecoderWithVehicleByPercentage;3656,78;688,88;Alpha3
N50;73;PositionalDecoderWithVehicleByPercentage;3680,86;853,43;Alpha3
N50;73;PositionalDecoderWithVehicleByPercentage;3830,93;1096,73;Alpha3
N50;73;PositionalDecoderWithVehicleByPercentage;3593,96;736,94;Alpha3
N50;73;PositionalDecoderWithVehicleByPercentage;3406,69;753,58;Alpha3
N50;73;PositionalDecoderWithVehicleByPercentage;3920,39;896,64;Alpha3
N50;73;PositionalDecoderWithVehicleByPercentage;3380,00;803,59;Alpha3
N50;73;TimeDecoderWithVehicleByPercentage;3396,71;813,48;Alpha3
N50;73;TimeDecoderWithVehicleByPercentage;3223,98;1584,75;Alpha3
N50;73;TimeDecoderWithVehicleByPercentage;3305,46;813,55;Alpha3
N50;73;TimeDecoderWithVehicleByPercentage;3853,30;933,75;Alpha3
N50;73;TimeDecoderWithVehicleByPercentage;3362,18;704,56;Alpha3
N50;73;TimeDecoderWithVehicleByPercentage;3638,43;668,30;Alpha3
N50;73;TimeDecoderWithVehicleByPercentage;3464,42;952,84;Alpha3
N50;73;TimeDecoderWithVehicleByPercentage;3975,15;1223,33;Alpha3
N50;73;TimeDecoderWithVehicleByPercentage;3308,39;785,31;Alpha3
N50;74;PositionalDecoderWithVehicleByPercentage;3337,41;737,11;Alpha3
N50;74;PositionalDecoderWithVehicleByPercentage;3219,85;852,44;Alpha3
N50;74;PositionalDecoderWithVehicleByPercentage;3524,75;828,28;Alpha3
N50;74;PositionalDecoderWithVehicleByPercentage;3367,28;709,94;Alpha3
N50;74;PositionalDecoderWithVehicleByPercentage;3487,61;831,50;Alpha3
N50;74;PositionalDecoderWithVehicleByPercentage;3366,55;760,31;Alpha3
N50;74;TimeDecoderWithVehicleByPercentage;3427,85;630,11;Alpha3
N50;74;TimeDecoderWithVehicleByPercentage;3411,37;678,51;Alpha3
N50;74;TimeDecoderWithVehicleByPercentage;3199,97;584,34;Alpha3
N50;74;TimeDecoderWithVehicleByPercentage;3036,05;636,72;Alpha3
N50;74;TimeDecoderWithVehicleByPercentage;3756,66;752,81;Alpha3
N50;74;TimeDecoderWithVehicleByPercentage;3502,50;635,80;Alpha3
N50;74;TimeDecoderWithVehicleByPercentage;3330,69;651,35;Alpha3
N50;74;TimeDecoderWithVehicleByPercentage;3358,30;796,65;Alpha3
N50;76;PositionalDecoderWithVehicleByPercentage;3107,78;634,17;Alpha3
N50;76;PositionalDecoderWithVehicleByPercentage;3172,01;884,33;Alpha3
N50;76;PositionalDecoderWithVehicleByPercentage;3348,76;701,58;Alpha3
N50;76;PositionalDecoderWithVehicleByPercentage;3481,01;674,58;Alpha3
N50;76;PositionalDecoderWithVehicleByPercentage;2867,12;723,78;Alpha3
N50;76;PositionalDecoderWithVehicleByPercentage;3505,94;679,00;Alpha3
N50;76;PositionalDecoderWithVehicleByPercentage;3467,05;914,94;Alpha3
N50;76;PositionalDecoderWithVehicleByPercentage;2728,33;661,09;Alpha3
N50;76;TimeDecoderWithVehicleByPercentage;2807,78;632,79;Alpha3
N50;76;TimeDecoderWithVehicleByPercentage;2950,44;760,60;Alpha3
N50;76;TimeDecoderWithVehicleByPercentage;2896,90;818,68;Alpha3
N50;76;TimeDecoderWithVehicleByPercentage;3308,92;712,01;Alpha3
N50;76;TimeDecoderWithVehicleByPercentage;3400,21;850,39;Alpha3
N50;76;TimeDecoderWithVehicleByPercentage;3444,58;726,50;Alpha3
N50;76;TimeDecoderWithVehicleByPercentage;3626,14;846,61;Alpha3
N50;76;TimeDecoderWithVehicleByPercentage;3429,98;731,15;Alpha3
N50;76;TimeDecoderWithVehicleByPercentage;3243,89;642,80;Alpha3
N50;78;PositionalDecoderWithVehicleByPercentage;3797,34;816,17;Alpha3
N50;78;PositionalDecoderWithVehicleByPercentage;3572,75;640,46;Alpha3
N50;78;PositionalDecoderWithVehicleByPercentage;3532,77;852,58;Alpha3
N50;78;PositionalDecoderWithVehicleByPercentage;3652,30;817,87;Alpha3
N50;78;PositionalDecoderWithVehicleByPercentage;3497,78;849,43;Alpha3
N50;78;PositionalDecoderWithVehicleByPercentage;3680,96;713,58;Alpha3
N50;78;PositionalDecoderWithVehicleByPercentage;3865,29;792,67;Alpha3
N50;78;PositionalDecoderWithVehicleByPercentage;3626,38;922,65;Alpha3
N50;78;TimeDecoderWithVehicleByPercentage;3372,11;717,93;Alpha3
N50;78;TimeDecoderWithVehicleByPercentage;3590,17;888,76;Alpha3
N50;78;TimeDecoderWithVehicleByPercentage;3528,19;664,60;Alpha3
N50;78;TimeDecoderWithVehicleByPercentage;3657,74;703,22;Alpha3
N50;78;TimeDecoderWithVehicleByPercentage;3617,05;845,49;Alpha3
N50;78;TimeDecoderWithVehicleByPercentage;3696,07;707,10;Alpha3
N50;78;TimeDecoderWithVehicleByPercentage;3414,30;749,26;Alpha3
N50;78;TimeDecoderWithVehicleByPercentage;3525,15;810,71;Alpha3
N50;78;TimeDecoderWithVehicleByPercentage;3339,38;686,40;Alpha3
N50;78;TimeDecoderWithVehicleByPercentage;3866,76;839,82;Alpha3
N50;80;PositionalDecoderWithVehicleByPercentage;3437,95;757,60;Alpha3
N50;80;PositionalDecoderWithVehicleByPercentage;3034,14;728,54;Alpha3
N50;80;PositionalDecoderWithVehicleByPercentage;2887,13;642,83;Alpha3
N50;80;PositionalDecoderWithVehicleByPercentage;3303,95;721,49;Alpha3
N50;80;PositionalDecoderWithVehicleByPercentage;3454,46;919,48;Alpha3
N50;80;PositionalDecoderWithVehicleByPercentage;3096,77;706,87;Alpha3
N50;80;PositionalDecoderWithVehicleByPercentage;3352,58;652,78;Alpha3
N50;80;PositionalDecoderWithVehicleByPercentage;3460,24;690,75;Alpha3
N50;80;PositionalDecoderWithVehicleByPercentage;3435,21;735,72;Alpha3
N50;80;TimeDecoderWithVehicleByPercentage;2866,16;775,36;Alpha3
N50;80;TimeDecoderWithVehicleByPercentage;3246,02;795,16;Alpha3
N50;80;TimeDecoderWithVehicleByPercentage;3328,33;822,37;Alpha3
N50;80;TimeDecoderWithVehicleByPercentage;3023,74;794,94;Alpha3
N50;80;TimeDecoderWithVehicleByPercentage;3368,35;650,19;Alpha3
N50;80;TimeDecoderWithVehicleByPercentage;3558,27;834,43;Alpha3
N50;80;TimeDecoderWithVehicleByPercentage;3226,29;673,54;Alpha3
N50;80;TimeDecoderWithVehicleByPercentage;3777,00;849,02;Alpha3
N50;71;PositionalDecoderWithVehicleByPercentage;3513,59;840,93;Alpha3
N50;71;PositionalDecoderWithVehicleByPercentage;2921,50;712,43;Alpha3
N50;71;PositionalDecoderWithVehicleByPercentage;3536,79;794,11;Alpha3
N50;71;PositionalDecoderWithVehicleByPercentage;3705,54;658,20;Alpha3
N50;71;PositionalDecoderWithVehicleByPercentage;3236,96;704,89;Alpha3
N50;71;PositionalDecoderWithVehicleByPercentage;3104,68;676,69;Alpha3
N50;71;PositionalDecoderWithVehicleByPercentage;2973,91;754,53;Alpha3
N50;71;TimeDecoderWithVehicleByPercentage;3241,02;736,64;Alpha3
N50;71;TimeDecoderWithVehicleByPercentage;3601,16;830,38;Alpha3
N50;71;TimeDecoderWithVehicleByPercentage;3471,41;745,61;Alpha3
N50;71;TimeDecoderWithVehicleByPercentage;3626,10;841,20;Alpha3
N50;71;TimeDecoderWithVehicleByPercentage;3406,01;699,44;Alpha3
N50;71;TimeDecoderWithVehicleByPercentage;3348,70;747,74;Alpha3
N50;71;TimeDecoderWithVehicleByPercentage;2923,74;827,52;Alpha3
N50;72;PositionalDecoderWithVehicleByPercentage;3504,70;773,77;Alpha3
N50;72;PositionalDecoderWithVehicleByPercentage;3687,98;749,40;Alpha3
N50;72;PositionalDecoderWithVehicleByPercentage;3376,82;757,19;Alpha3
N50;72;PositionalDecoderWithVehicleByPercentage;3365,81;829,95;Alpha3
N50;72;PositionalDecoderWithVehicleByPercentage;3682,67;747,74;Alpha3
N50;72;PositionalDecoderWithVehicleByPercentage;3349,43;719,18;Alpha3
N50;72;PositionalDecoderWithVehicleByPercentage;3677,68;698,33;Alpha3
N50;72;PositionalDecoderWithVehicleByPercentage;3479,56;787,25;Alpha3
N50;72;PositionalDecoderWithVehicleByPercentage;3226,03;798,29;Alpha3
N50;72;TimeDecoderWithVehicleByPercentage;3512,25;860,92;Alpha3
N50;72;TimeDecoderWithVehicleByPercentage;3371,51;895,56;Alpha3
N50;72;TimeDecoderWithVehicleByPercentage;3750,11;890,17;Alpha3
N50;72;TimeDecoderWithVehicleByPercentage;3122,99;725,03;Alpha3
N50;72;TimeDecoderWithVehicleByPercentage;3674,04;928,82;Alpha3
N50;72;TimeDecoderWithVehicleByPercentage;3197,40;602,95;Alpha3
N50;72;TimeDecoderWithVehicleByPercentage;3622,82;759,53;Alpha3
N75;81;TimeDecoderWithVehicleByPercentage;4748,93;1768,67;Alpha3
N75;84;PositionalDecoderWithVehicleByPercentage;5575,46;1597,16;Alpha3
