N;Instance;Decoder;Total Distance;Time Spent;Alpha
N75;82;TimeDecoderWithVehicleByPercentage;4670,85;916,43;Alpha1
N75;82;TimeDecoderWithVehicleByPercentage;4074,36;1087,93;Alpha1
N75;82;TimeDecoderWithVehicleByPercentage;4540,20;1040,89;Alpha1
N75;82;TimeDecoderWithVehicleByPercentage;4663,24;1039,72;Alpha1
N75;83;PositionalDecoderWithVehicleByPercentage;4622,92;937,28;Alpha1
N75;83;PositionalDecoderWithVehicleByPercentage;4266,01;1005,87;Alpha1
N75;83;PositionalDecoderWithVehicleByPercentage;4556,57;869,27;Alpha1
N75;83;PositionalDecoderWithVehicleByPercentage;4581,03;971,11;Alpha1
N75;83;PositionalDecoderWithVehicleByPercentage;4458,89;900,62;Alpha1
N75;83;PositionalDecoderWithVehicleByPercentage;4306,87;974,37;Alpha1
N75;83;PositionalDecoderWithVehicleByPercentage;4535,20;880,04;Alpha1
N75;83;PositionalDecoderWithVehicleByPercentage;4386,37;875,10;Alpha1
N75;83;PositionalDecoderWithVehicleByPercentage;4699,36;918,78;Alpha1
N75;83;PositionalDecoderWithVehicleByPercentage;4670,09;851,90;Alpha1
N75;83;TimeDecoderWithVehicleByPercentage;4932,69;921,83;Alpha1
N75;83;TimeDecoderWithVehicleByPercentage;4609,29;971,70;Alpha1
N75;83;TimeDecoderWithVehicleByPercentage;4450,47;897,06;Alpha1
N75;83;TimeDecoderWithVehicleByPercentage;4310,19;837,01;Alpha1
N75;83;TimeDecoderWithVehicleByPercentage;4467,34;867,81;Alpha1
N75;83;TimeDecoderWithVehicleByPercentage;4543,52;1064,08;Alpha1
N75;83;TimeDecoderWithVehicleByPercentage;4772,41;1045,93;Alpha1
N75;83;TimeDecoderWithVehicleByPercentage;4748,53;928,10;Alpha1
N75;83;TimeDecoderWithVehicleByPercentage;4343,04;993,21;Alpha1
N75;83;TimeDecoderWithVehicleByPercentage;4385,92;760,94;Alpha1
N75;88;PositionalDecoderWithVehicleByPercentage;4874,49;849,91;Alpha1
N75;88;PositionalDecoderWithVehicleByPercentage;5138,75;928,00;Alpha1
N75;88;PositionalDecoderWithVehicleByPercentage;4368,43;977,98;Alpha1
N75;88;PositionalDecoderWithVehicleByPercentage;4939,08;845,60;Alpha1
N75;88;PositionalDecoderWithVehicleByPercentage;5303,04;949,06;Alpha1
N75;88;PositionalDecoderWithVehicleByPercentage;4648,66;1075,17;Alpha1
N75;88;PositionalDecoderWithVehicleByPercentage;4580,44;885,96;Alpha1
N75;88;PositionalDecoderWithVehicleByPercentage;5506,63;1034,85;Alpha1
N75;88;PositionalDecoderWithVehicleByPercentage;5479,82;990,30;Alpha1
N75;88;PositionalDecoderWithVehicleByPercentage;5407,21;1114,70;Alpha1
N75;88;TimeDecoderWithVehicleByPercentage;4944,98;1017,27;Alpha1
N75;88;TimeDecoderWithVehicleByPercentage;5064,01;1030,17;Alpha1
N75;88;TimeDecoderWithVehicleByPercentage;5276,61;962,95;Alpha1
N75;88;TimeDecoderWithVehicleByPercentage;4994,53;987,73;Alpha1
N75;88;TimeDecoderWithVehicleByPercentage;5143,48;1058,64;Alpha1
N75;88;TimeDecoderWithVehicleByPercentage;5234,90;1120,62;Alpha1
N75;88;TimeDecoderWithVehicleByPercentage;5310,60;1001,29;Alpha1
N75;88;TimeDecoderWithVehicleByPercentage;5194,33;1036,37;Alpha1
N75;88;TimeDecoderWithVehicleByPercentage;5285,57;1189,40;Alpha1
N75;88;TimeDecoderWithVehicleByPercentage;5559,46;1025,41;Alpha1
N75;90;PositionalDecoderWithVehicleByPercentage;4331,08;854,48;Alpha1
N75;90;PositionalDecoderWithVehicleByPercentage;4710,03;946,06;Alpha1
N75;90;PositionalDecoderWithVehicleByPercentage;4296,02;979,43;Alpha1
N75;90;PositionalDecoderWithVehicleByPercentage;4887,22;905,23;Alpha1
N75;90;PositionalDecoderWithVehicleByPercentage;4772,99;1009,19;Alpha1
N75;90;PositionalDecoderWithVehicleByPercentage;4946,01;1009,33;Alpha1
N75;90;PositionalDecoderWithVehicleByPercentage;4794,60;964,98;Alpha1
N75;90;PositionalDecoderWithVehicleByPercentage;4834,67;859,25;Alpha1
N75;90;PositionalDecoderWithVehicleByPercentage;4736,40;898,25;Alpha1
N75;90;PositionalDecoderWithVehicleByPercentage;4922,93;1046,66;Alpha1
N75;90;TimeDecoderWithVehicleByPercentage;4707,47;952,96;Alpha1
N75;90;TimeDecoderWithVehicleByPercentage;5217,54;962,17;Alpha1
N75;90;TimeDecoderWithVehicleByPercentage;4355,13;916,20;Alpha1
N75;90;TimeDecoderWithVehicleByPercentage;5022,50;904,47;Alpha1
N75;90;TimeDecoderWithVehicleByPercentage;4463,41;876,30;Alpha1
N75;90;TimeDecoderWithVehicleByPercentage;4747,55;922,09;Alpha1
N75;90;TimeDecoderWithVehicleByPercentage;4667,63;982,83;Alpha1
N75;90;TimeDecoderWithVehicleByPercentage;4693,19;1043,15;Alpha1
N75;90;TimeDecoderWithVehicleByPercentage;4754,19;943,81;Alpha1
N75;90;TimeDecoderWithVehicleByPercentage;4744,19;879,01;Alpha1
N100;94;PositionalDecoderWithVehicleByPercentage;6397,32;1537,02;Alpha1
N100;94;PositionalDecoderWithVehicleByPercentage;5788,52;1152,10;Alpha1
N100;94;PositionalDecoderWithVehicleByPercentage;6439,47;1106,65;Alpha1
N100;94;PositionalDecoderWithVehicleByPercentage;5801,87;1247,72;Alpha1
N100;94;PositionalDecoderWithVehicleByPercentage;6244,39;1293,61;Alpha1
N100;94;PositionalDecoderWithVehicleByPercentage;5860,11;1370,92;Alpha1
N100;94;PositionalDecoderWithVehicleByPercentage;5816,60;1306,64;Alpha1
N100;94;PositionalDecoderWithVehicleByPercentage;5820,80;1162,98;Alpha1
N100;94;PositionalDecoderWithVehicleByPercentage;6201,62;1255,23;Alpha1
N100;94;PositionalDecoderWithVehicleByPercentage;5685,92;1314,52;Alpha1
N100;94;TimeDecoderWithVehicleByPercentage;6102,61;1484,51;Alpha1
N100;94;TimeDecoderWithVehicleByPercentage;6470,21;1335,02;Alpha1
N100;94;TimeDecoderWithVehicleByPercentage;6090,05;1426,84;Alpha1
N100;94;TimeDecoderWithVehicleByPercentage;5615,74;1211,31;Alpha1
N100;94;TimeDecoderWithVehicleByPercentage;5781,16;1177,18;Alpha1
N100;94;TimeDecoderWithVehicleByPercentage;5244,68;1117,76;Alpha1
N100;94;TimeDecoderWithVehicleByPercentage;6169,77;1200,54;Alpha1
N100;94;TimeDecoderWithVehicleByPercentage;6352,94;1228,18;Alpha1
N100;94;TimeDecoderWithVehicleByPercentage;6016,46;1365,63;Alpha1
N100;94;TimeDecoderWithVehicleByPercentage;6246,47;1294,46;Alpha1
N100;95;PositionalDecoderWithVehicleByPercentage;6210,27;1319,56;Alpha1
N100;95;PositionalDecoderWithVehicleByPercentage;6915,63;1406,87;Alpha1
N100;95;PositionalDecoderWithVehicleByPercentage;6728,67;1440,93;Alpha1
N100;95;PositionalDecoderWithVehicleByPercentage;6518,09;1445,24;Alpha1
N100;95;PositionalDecoderWithVehicleByPercentage;6359,79;1225,96;Alpha1
N100;95;PositionalDecoderWithVehicleByPercentage;5768,42;1365,07;Alpha1
N100;95;PositionalDecoderWithVehicleByPercentage;5872,27;1379,52;Alpha1
N100;95;PositionalDecoderWithVehicleByPercentage;6443,92;1241,87;Alpha1
N100;95;PositionalDecoderWithVehicleByPercentage;6552,48;1191,04;Alpha1
N100;95;PositionalDecoderWithVehicleByPercentage;6869,85;1507,10;Alpha1
N100;95;TimeDecoderWithVehicleByPercentage;6080,88;1263,34;Alpha1
N100;95;TimeDecoderWithVehicleByPercentage;6560,83;1186,18;Alpha1
N100;95;TimeDecoderWithVehicleByPercentage;6582,99;1495,15;Alpha1
N100;95;TimeDecoderWithVehicleByPercentage;6964,25;1459,93;Alpha1
N100;95;TimeDecoderWithVehicleByPercentage;6318,50;1266,58;Alpha1
N100;95;TimeDecoderWithVehicleByPercentage;7153,82;1331,97;Alpha1
N100;95;TimeDecoderWithVehicleByPercentage;5833,33;1349,47;Alpha1
N100;95;TimeDecoderWithVehicleByPercentage;5822,67;1178,36;Alpha1
N100;95;TimeDecoderWithVehicleByPercentage;6656,14;1447,20;Alpha1
N100;95;TimeDecoderWithVehicleByPercentage;6715,87;1459,00;Alpha1
N100;96;PositionalDecoderWithVehicleByPercentage;5971,58;1256,91;Alpha1
N100;96;PositionalDecoderWithVehicleByPercentage;6345,50;1236,27;Alpha1
N100;96;PositionalDecoderWithVehicleByPercentage;6713,55;1444,73;Alpha1
N100;96;PositionalDecoderWithVehicleByPercentage;7004,85;1591,57;Alpha1
N100;96;PositionalDecoderWithVehicleByPercentage;6622,59;1407,32;Alpha1
N100;96;PositionalDecoderWithVehicleByPercentage;6496,36;1474,39;Alpha1
N100;96;PositionalDecoderWithVehicleByPercentage;6636,90;1169,04;Alpha1
N100;96;PositionalDecoderWithVehicleByPercentage;6476,20;1353,44;Alpha1
N100;96;PositionalDecoderWithVehicleByPercentage;6090,94;1309,88;Alpha1
N100;96;PositionalDecoderWithVehicleByPercentage;6277,14;1490,57;Alpha1
N100;96;TimeDecoderWithVehicleByPercentage;6499,83;1193,42;Alpha1
N100;96;TimeDecoderWithVehicleByPercentage;6373,96;1296,01;Alpha1
N100;96;TimeDecoderWithVehicleByPercentage;6137,83;1294,36;Alpha1
N100;96;TimeDecoderWithVehicleByPercentage;6383,69;1232,59;Alpha1
N100;96;TimeDecoderWithVehicleByPercentage;6695,01;1340,68;Alpha1
N100;96;TimeDecoderWithVehicleByPercentage;6474,96;1254,76;Alpha1
N100;96;TimeDecoderWithVehicleByPercentage;6268,29;1408,81;Alpha1
N100;96;TimeDecoderWithVehicleByPercentage;6433,98;1152,88;Alpha1
N100;96;TimeDecoderWithVehicleByPercentage;6796,25;1394,55;Alpha1
N100;96;TimeDecoderWithVehicleByPercentage;6362,25;1183,40;Alpha1
N100;97;PositionalDecoderWithVehicleByPercentage;5934,89;1192,05;Alpha1
N100;97;PositionalDecoderWithVehicleByPercentage;6446,77;1451,66;Alpha1
N100;97;PositionalDecoderWithVehicleByPercentage;6228,45;1347,90;Alpha1
N100;97;PositionalDecoderWithVehicleByPercentage;6644,75;1385,06;Alpha1
N100;97;PositionalDecoderWithVehicleByPercentage;6608,07;1529,57;Alpha1
N100;97;PositionalDecoderWithVehicleByPercentage;7093,19;1517,64;Alpha1
N100;97;PositionalDecoderWithVehicleByPercentage;6421,74;1453,38;Alpha1
N100;97;PositionalDecoderWithVehicleByPercentage;6408,43;1358,59;Alpha1
N100;97;PositionalDecoderWithVehicleByPercentage;6245,91;1399,36;Alpha1
N100;97;PositionalDecoderWithVehicleByPercentage;6237,17;1332,48;Alpha1
N100;97;TimeDecoderWithVehicleByPercentage;6455,35;1472,49;Alpha1
N100;97;TimeDecoderWithVehicleByPercentage;6304,33;1298,67;Alpha1
N100;97;TimeDecoderWithVehicleByPercentage;6595,97;1413,66;Alpha1
N100;97;TimeDecoderWithVehicleByPercentage;6742,58;1398,61;Alpha1
N100;97;TimeDecoderWithVehicleByPercentage;6472,62;1310,52;Alpha1
N100;97;TimeDecoderWithVehicleByPercentage;6527,24;1344,47;Alpha1
N100;97;TimeDecoderWithVehicleByPercentage;6614,99;1444,72;Alpha1
N100;97;TimeDecoderWithVehicleByPercentage;6777,51;1371,69;Alpha1
N100;97;TimeDecoderWithVehicleByPercentage;6312,09;1196,45;Alpha1
N100;97;TimeDecoderWithVehicleByPercentage;6437,34;1391,62;Alpha1
N100;98;PositionalDecoderWithVehicleByPercentage;6629,00;1181,06;Alpha1
N100;98;PositionalDecoderWithVehicleByPercentage;6832,00;1527,67;Alpha1
N100;98;PositionalDecoderWithVehicleByPercentage;6521,31;1164,37;Alpha1
N100;98;PositionalDecoderWithVehicleByPercentage;6012,58;1519,28;Alpha1
N100;98;PositionalDecoderWithVehicleByPercentage;6189,46;1238,30;Alpha1
N100;98;PositionalDecoderWithVehicleByPercentage;6429,79;1192,15;Alpha1
N100;98;PositionalDecoderWithVehicleByPercentage;5716,31;1249,88;Alpha1
N100;98;PositionalDecoderWithVehicleByPercentage;5679,98;1197,39;Alpha1
N100;98;PositionalDecoderWithVehicleByPercentage;6322,78;1407,10;Alpha1
N100;98;PositionalDecoderWithVehicleByPercentage;6814,90;1537,71;Alpha1
N100;98;TimeDecoderWithVehicleByPercentage;6861,59;1505,12;Alpha1
N100;98;TimeDecoderWithVehicleByPercentage;7223,86;1407,06;Alpha1
N100;98;TimeDecoderWithVehicleByPercentage;6135,83;1310,29;Alpha1
N100;98;TimeDecoderWithVehicleByPercentage;6834,40;1454,06;Alpha1
N100;98;TimeDecoderWithVehicleByPercentage;6615,37;1425,85;Alpha1
N100;98;TimeDecoderWithVehicleByPercentage;6206,01;1296,61;Alpha1
N100;98;TimeDecoderWithVehicleByPercentage;6955,03;1454,33;Alpha1
N100;98;TimeDecoderWithVehicleByPercentage;6535,55;1344,92;Alpha1
N100;98;TimeDecoderWithVehicleByPercentage;6651,40;1272,89;Alpha1
N100;98;TimeDecoderWithVehicleByPercentage;6673,95;1449,05;Alpha1
N100;100;PositionalDecoderWithVehicleByPercentage;6676,77;1324,69;Alpha1
N100;100;PositionalDecoderWithVehicleByPercentage;5671,38;1243,53;Alpha1
N100;100;PositionalDecoderWithVehicleByPercentage;5742,80;1423,12;Alpha1
N100;100;PositionalDecoderWithVehicleByPercentage;6330,83;1230,83;Alpha1
N100;100;PositionalDecoderWithVehicleByPercentage;6230,53;1419,61;Alpha1
N100;100;PositionalDecoderWithVehicleByPercentage;6233,65;1457,60;Alpha1
N100;100;PositionalDecoderWithVehicleByPercentage;6287,17;1412,20;Alpha1
N100;100;PositionalDecoderWithVehicleByPercentage;6131,99;1378,62;Alpha1
N100;100;PositionalDecoderWithVehicleByPercentage;6628,04;1469,98;Alpha1
N100;100;PositionalDecoderWithVehicleByPercentage;6100,75;1257,95;Alpha1
N100;100;TimeDecoderWithVehicleByPercentage;6273,95;1408,32;Alpha1
N100;100;TimeDecoderWithVehicleByPercentage;6410,02;1429,57;Alpha1
N100;100;TimeDecoderWithVehicleByPercentage;6232,59;1459,44;Alpha1
N100;100;TimeDecoderWithVehicleByPercentage;6108,31;1158,14;Alpha1
N100;100;TimeDecoderWithVehicleByPercentage;6363,58;1352,77;Alpha1
N100;100;TimeDecoderWithVehicleByPercentage;6623,85;1425,98;Alpha1
N100;100;TimeDecoderWithVehicleByPercentage;6297,95;1290,12;Alpha1
N100;100;TimeDecoderWithVehicleByPercentage;6228,76;1279,38;Alpha1
N100;100;TimeDecoderWithVehicleByPercentage;5890,23;1239,24;Alpha1
N100;100;TimeDecoderWithVehicleByPercentage;6696,80;1436,81;Alpha1
N100;91;PositionalDecoderWithVehicleByPercentage;6223,14;1258,09;Alpha1
N100;91;PositionalDecoderWithVehicleByPercentage;6421,38;1323,13;Alpha1
N100;91;PositionalDecoderWithVehicleByPercentage;6916,38;1624,34;Alpha1
N100;91;PositionalDecoderWithVehicleByPercentage;6604,75;1385,25;Alpha1
N100;91;PositionalDecoderWithVehicleByPercentage;6513,16;1389,51;Alpha1
N100;91;PositionalDecoderWithVehicleByPercentage;6636,75;1259,96;Alpha1
N100;91;PositionalDecoderWithVehicleByPercentage;5972,69;1303,12;Alpha1
N100;91;PositionalDecoderWithVehicleByPercentage;6425,60;1200,80;Alpha1
N100;91;PositionalDecoderWithVehicleByPercentage;5852,00;1174,98;Alpha1
N100;91;PositionalDecoderWithVehicleByPercentage;6276,48;1404,33;Alpha1
N100;91;TimeDecoderWithVehicleByPercentage;6584,98;1343,73;Alpha1
N100;91;TimeDecoderWithVehicleByPercentage;6188,42;1365,83;Alpha1
N100;91;TimeDecoderWithVehicleByPercentage;6014,34;1280,43;Alpha1
N100;91;TimeDecoderWithVehicleByPercentage;5723,24;1225,22;Alpha1
N100;91;TimeDecoderWithVehicleByPercentage;5626,82;1250,22;Alpha1
N100;91;TimeDecoderWithVehicleByPercentage;5668,02;1279,18;Alpha1
N100;91;TimeDecoderWithVehicleByPercentage;5499,54;1266,19;Alpha1
N100;91;TimeDecoderWithVehicleByPercentage;6385,86;1329,45;Alpha1
N100;91;TimeDecoderWithVehicleByPercentage;5845,23;1336,28;Alpha1
N100;91;TimeDecoderWithVehicleByPercentage;5210,55;1188,35;Alpha1
N100;92;PositionalDecoderWithVehicleByPercentage;6485,77;1266,91;Alpha1
N100;92;PositionalDecoderWithVehicleByPercentage;6108,78;1171,95;Alpha1
N100;92;PositionalDecoderWithVehicleByPercentage;5631,81;1228,26;Alpha1
N100;92;PositionalDecoderWithVehicleByPercentage;6603,96;1322,53;Alpha1
N100;92;PositionalDecoderWithVehicleByPercentage;6138,00;1195,95;Alpha1
N100;92;PositionalDecoderWithVehicleByPercentage;5841,84;1289,97;Alpha1
N100;92;PositionalDecoderWithVehicleByPercentage;5624,01;999,99;Alpha1
N100;92;PositionalDecoderWithVehicleByPercentage;6314,76;1267,75;Alpha1
N100;92;PositionalDecoderWithVehicleByPercentage;6613,85;1347,69;Alpha1
N100;92;PositionalDecoderWithVehicleByPercentage;5911,48;1055,76;Alpha1
N100;92;TimeDecoderWithVehicleByPercentage;6340,32;1342,81;Alpha1
N100;92;TimeDecoderWithVehicleByPercentage;5972,85;1242,84;Alpha1
N100;92;TimeDecoderWithVehicleByPercentage;6092,76;1208,97;Alpha1
N100;92;TimeDecoderWithVehicleByPercentage;5820,30;1178,90;Alpha1
N100;92;TimeDecoderWithVehicleByPercentage;6115,72;1281,58;Alpha1
N100;92;TimeDecoderWithVehicleByPercentage;6395,91;1430,60;Alpha1
N100;92;TimeDecoderWithVehicleByPercentage;5397,25;1220,61;Alpha1
N100;92;TimeDecoderWithVehicleByPercentage;6355,07;1478,69;Alpha1
N100;92;TimeDecoderWithVehicleByPercentage;5967,66;1313,86;Alpha1
N100;92;TimeDecoderWithVehicleByPercentage;6016,17;1110,25;Alpha1
N100;93;PositionalDecoderWithVehicleByPercentage;5916,69;1208,85;Alpha1
N100;93;PositionalDecoderWithVehicleByPercentage;6433,40;1316,69;Alpha1
N100;93;PositionalDecoderWithVehicleByPercentage;5742,72;1314,79;Alpha1
N100;93;PositionalDecoderWithVehicleByPercentage;5758,61;1311,55;Alpha1
N100;93;PositionalDecoderWithVehicleByPercentage;6343,73;1284,83;Alpha1
N100;93;PositionalDecoderWithVehicleByPercentage;5638,95;1038,76;Alpha1
N100;93;PositionalDecoderWithVehicleByPercentage;5844,93;1257,56;Alpha1
N100;93;PositionalDecoderWithVehicleByPercentage;6446,79;1363,03;Alpha1
N100;93;PositionalDecoderWithVehicleByPercentage;5726,12;1120,46;Alpha1
N100;93;PositionalDecoderWithVehicleByPercentage;5931,49;1104,57;Alpha1
N100;93;TimeDecoderWithVehicleByPercentage;6405,07;1451,34;Alpha1
N100;93;TimeDecoderWithVehicleByPercentage;5196,55;1106,49;Alpha1
N100;93;TimeDecoderWithVehicleByPercentage;6005,73;1117,89;Alpha1
N100;93;TimeDecoderWithVehicleByPercentage;5797,43;1188,97;Alpha1
N100;93;TimeDecoderWithVehicleByPercentage;6415,50;1488,02;Alpha1
N100;93;TimeDecoderWithVehicleByPercentage;6081,29;1272,60;Alpha1
N100;93;TimeDecoderWithVehicleByPercentage;5738,94;1195,97;Alpha1
N100;93;TimeDecoderWithVehicleByPercentage;6687,72;1394,71;Alpha1
N100;93;TimeDecoderWithVehicleByPercentage;6564,78;1142,60;Alpha1
N100;93;TimeDecoderWithVehicleByPercentage;6069,98;1272,12;Alpha1
N100;99;PositionalDecoderWithVehicleByPercentage;6258,78;1477,22;Alpha1
N100;99;PositionalDecoderWithVehicleByPercentage;6459,77;1322,52;Alpha1
N100;99;PositionalDecoderWithVehicleByPercentage;6028,75;1126,40;Alpha1
N100;99;PositionalDecoderWithVehicleByPercentage;6516,18;1304,91;Alpha1
N100;99;PositionalDecoderWithVehicleByPercentage;6271,91;1373,65;Alpha1
N100;99;PositionalDecoderWithVehicleByPercentage;6041,82;1302,72;Alpha1
N100;99;PositionalDecoderWithVehicleByPercentage;6426,58;1256,62;Alpha1
N100;99;PositionalDecoderWithVehicleByPercentage;5998,34;1390,97;Alpha1
N100;99;PositionalDecoderWithVehicleByPercentage;6815,62;1459,51;Alpha1
N100;99;PositionalDecoderWithVehicleByPercentage;6395,41;1370,05;Alpha1
N100;99;TimeDecoderWithVehicleByPercentage;5693,65;1166,96;Alpha1
N100;99;TimeDecoderWithVehicleByPercentage;6268,84;1455,62;Alpha1
N100;99;TimeDecoderWithVehicleByPercentage;6463,64;1195,32;Alpha1
N100;99;TimeDecoderWithVehicleByPercentage;6434,46;1282,54;Alpha1
N100;99;TimeDecoderWithVehicleByPercentage;6633,91;1233,88;Alpha1
N100;99;TimeDecoderWithVehicleByPercentage;6516,32;1453,76;Alpha1
N100;99;TimeDecoderWithVehicleByPercentage;6091,51;1186,23;Alpha1
N100;99;TimeDecoderWithVehicleByPercentage;7100,59;1597,23;Alpha1
N100;99;TimeDecoderWithVehicleByPercentage;6802,61;1500,65;Alpha1
N100;99;TimeDecoderWithVehicleByPercentage;6120,12;1293,23;Alpha1
N175;101;PositionalDecoderWithVehicleByPercentage;11384,74;2418,92;Alpha1
N175;101;PositionalDecoderWithVehicleByPercentage;11296,93;2376,74;Alpha1
N175;101;PositionalDecoderWithVehicleByPercentage;11646,76;2314,61;Alpha1
N175;101;PositionalDecoderWithVehicleByPercentage;11207,42;2363,91;Alpha1
N175;101;PositionalDecoderWithVehicleByPercentage;9922,17;2282,65;Alpha1
N175;101;PositionalDecoderWithVehicleByPercentage;10907,95;2526,10;Alpha1
N175;101;PositionalDecoderWithVehicleByPercentage;11712,23;2555,05;Alpha1
N175;101;PositionalDecoderWithVehicleByPercentage;10670,24;2422,63;Alpha1
N175;101;PositionalDecoderWithVehicleByPercentage;11676,57;2615,79;Alpha1
N175;101;PositionalDecoderWithVehicleByPercentage;11281,54;2566,91;Alpha1
N175;101;TimeDecoderWithVehicleByPercentage;11003,55;2437,16;Alpha1
N175;101;TimeDecoderWithVehicleByPercentage;10944,22;2275,57;Alpha1
N175;101;TimeDecoderWithVehicleByPercentage;11402,05;2756,63;Alpha1
N175;101;TimeDecoderWithVehicleByPercentage;11075,16;2429,01;Alpha1
N175;101;TimeDecoderWithVehicleByPercentage;11416,18;2542,85;Alpha1
N175;101;TimeDecoderWithVehicleByPercentage;11700,92;2385,36;Alpha1
N175;101;TimeDecoderWithVehicleByPercentage;11278,86;2384,46;Alpha1
N175;101;TimeDecoderWithVehicleByPercentage;11227,66;2331,51;Alpha1
N175;101;TimeDecoderWithVehicleByPercentage;11308,37;2596,07;Alpha1
N175;101;TimeDecoderWithVehicleByPercentage;11244,52;2346,89;Alpha1
N175;103;PositionalDecoderWithVehicleByPercentage;11088,43;2323,78;Alpha1
N175;103;PositionalDecoderWithVehicleByPercentage;10419,98;2153,01;Alpha1
N175;103;PositionalDecoderWithVehicleByPercentage;10874,97;2527,28;Alpha1
N175;103;PositionalDecoderWithVehicleByPercentage;10591,17;2127,33;Alpha1
N175;103;PositionalDecoderWithVehicleByPercentage;10944,64;2293,15;Alpha1
N175;103;PositionalDecoderWithVehicleByPercentage;10282,54;2366,17;Alpha1
N175;103;PositionalDecoderWithVehicleByPercentage;10545,83;2474,20;Alpha1
N175;103;PositionalDecoderWithVehicleByPercentage;11058,21;2316,72;Alpha1
N175;103;PositionalDecoderWithVehicleByPercentage;10338,14;2361,94;Alpha1
N175;103;PositionalDecoderWithVehicleByPercentage;10323,27;2229,73;Alpha1
N175;103;TimeDecoderWithVehicleByPercentage;11101,47;2315,15;Alpha1
N175;103;TimeDecoderWithVehicleByPercentage;11795,13;2500,99;Alpha1
N175;103;TimeDecoderWithVehicleByPercentage;10906,78;2456,23;Alpha1
N175;103;TimeDecoderWithVehicleByPercentage;10881,14;2407,50;Alpha1
N175;103;TimeDecoderWithVehicleByPercentage;11166,94;2241,99;Alpha1
N175;103;TimeDecoderWithVehicleByPercentage;11215,19;2614,75;Alpha1
N175;103;TimeDecoderWithVehicleByPercentage;11305,01;2625,04;Alpha1
N175;103;TimeDecoderWithVehicleByPercentage;11088,10;2434,38;Alpha1
N175;103;TimeDecoderWithVehicleByPercentage;11023,17;2364,46;Alpha1
N175;103;TimeDecoderWithVehicleByPercentage;10178,14;2314,58;Alpha1
N175;107;PositionalDecoderWithVehicleByPercentage;11266,37;2582,46;Alpha1
N175;107;PositionalDecoderWithVehicleByPercentage;11168,31;2532,48;Alpha1
N175;107;PositionalDecoderWithVehicleByPercentage;10890,20;2236,40;Alpha1
N175;107;PositionalDecoderWithVehicleByPercentage;11505,52;2351,97;Alpha1
N175;107;PositionalDecoderWithVehicleByPercentage;12115,99;2371,82;Alpha1
N175;107;PositionalDecoderWithVehicleByPercentage;9705,55;2389,82;Alpha1
N175;107;PositionalDecoderWithVehicleByPercentage;11583,70;2693,37;Alpha1
N175;107;PositionalDecoderWithVehicleByPercentage;12069,60;2773,99;Alpha1
N175;107;PositionalDecoderWithVehicleByPercentage;10742,06;2217,99;Alpha1
N175;107;PositionalDecoderWithVehicleByPercentage;10626,05;2318,25;Alpha1
N175;107;TimeDecoderWithVehicleByPercentage;11089,82;2638,20;Alpha1
N175;107;TimeDecoderWithVehicleByPercentage;10827,79;2627,04;Alpha1
N175;107;TimeDecoderWithVehicleByPercentage;11835,37;2776,68;Alpha1
N175;107;TimeDecoderWithVehicleByPercentage;10950,76;2590,97;Alpha1
N175;107;TimeDecoderWithVehicleByPercentage;11737,54;2493,13;Alpha1
N175;107;TimeDecoderWithVehicleByPercentage;10174,80;2435,11;Alpha1
N175;107;TimeDecoderWithVehicleByPercentage;10857,00;2393,36;Alpha1
N175;107;TimeDecoderWithVehicleByPercentage;11624,55;2533,14;Alpha1
N175;107;TimeDecoderWithVehicleByPercentage;11846,82;2553,72;Alpha1
N175;107;TimeDecoderWithVehicleByPercentage;10856,87;2349,95;Alpha1
N175;108;PositionalDecoderWithVehicleByPercentage;11213,42;2490,68;Alpha1
N175;108;PositionalDecoderWithVehicleByPercentage;10858,15;2086,87;Alpha1
N175;108;PositionalDecoderWithVehicleByPercentage;10719,91;2206,08;Alpha1
N175;108;PositionalDecoderWithVehicleByPercentage;11282,65;2313,17;Alpha1
N175;108;PositionalDecoderWithVehicleByPercentage;11069,66;2160,17;Alpha1
N175;108;PositionalDecoderWithVehicleByPercentage;10828,03;2454,89;Alpha1
N175;108;PositionalDecoderWithVehicleByPercentage;10842,11;2270,09;Alpha1
N175;108;PositionalDecoderWithVehicleByPercentage;11164,35;2203,54;Alpha1
N175;108;PositionalDecoderWithVehicleByPercentage;10252,65;2294,36;Alpha1
N175;108;PositionalDecoderWithVehicleByPercentage;10471,36;2420,13;Alpha1
N175;108;TimeDecoderWithVehicleByPercentage;11273,90;2441,51;Alpha1
N175;108;TimeDecoderWithVehicleByPercentage;10521,32;2521,51;Alpha1
N175;108;TimeDecoderWithVehicleByPercentage;10736,37;2308,14;Alpha1
N175;108;TimeDecoderWithVehicleByPercentage;11792,50;2630,75;Alpha1
N175;108;TimeDecoderWithVehicleByPercentage;10880,00;2378,83;Alpha1
N175;108;TimeDecoderWithVehicleByPercentage;10801,94;2395,95;Alpha1
N175;108;TimeDecoderWithVehicleByPercentage;10901,30;2373,80;Alpha1
N175;108;TimeDecoderWithVehicleByPercentage;11299,04;2548,70;Alpha1
N175;108;TimeDecoderWithVehicleByPercentage;10898,78;2148,76;Alpha1
N175;108;TimeDecoderWithVehicleByPercentage;10953,97;2208,18;Alpha1
N175;110;PositionalDecoderWithVehicleByPercentage;10108,62;2387,02;Alpha1
N175;110;PositionalDecoderWithVehicleByPercentage;10859,11;2450,26;Alpha1
